,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECAREA_I10,PRECAREA_I25,PRECAREA_I50,PRECAREA_I75,PRECAREA_I90,PRECC,PRECFRAC_I10,PRECFRAC_I25,PRECFRAC_I50,PRECFRAC_I75,PRECFRAC_I90,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,100.479797363,0.0607164762914,0.0,8.77129195942e-07,1.15617308438e-06,8.89383727554e-07,5.66589278606e-07,3.57757926395e-07,0.0,-0.000580789870583,68590.703125,72175.546875,,,,,,3.73144324328e-08,,,,,,0.0,5.84566262063e-09,3.73144324328e-08,3.73144324328e-08,99476.1640625,237.273971558,33.792301178,298.517547607
