,CAPE,CBMF,CIN,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,99.2625198364,0.013201052323,0.0,0.0,-0.00937781669199,45756.7734375,71437.171875,3.60301974922e-08,4.67156180406e-09,3.36125549616e-09,4.07017601844e-08,4.07017601844e-08,95685.4921875,109.038482666,28.6797771454,297.509429932
