,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECAREA_I10,PRECAREA_I25,PRECAREA_I50,PRECAREA_I75,PRECAREA_I90,PRECC,PRECFRAC_I10,PRECFRAC_I25,PRECFRAC_I50,PRECFRAC_I75,PRECFRAC_I90,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,100.400352478,0.0573045797646,0.0,9.43822612953e-07,1.3115712818e-06,1.012118787e-06,6.42932604933e-07,4.05023087069e-07,0.0,-0.000564316636883,66779.9140625,73540.0546875,,,,,,4.03841902141e-08,,,,,,0.0,6.53841647491e-09,4.03841902141e-08,4.03841902141e-08,99547.78125,240.201690674,45.5935516357,302.740661621
