,EVAPPREC,FU,FV,OMEGA,PDELDRY,Q,RELHUM,SPMC,SPMCUP,T,U,V
0,0.0,2.16295026334e-09,2.98909341723e-09,-2.08589190152e-05,277.644500732,3.23512290379e-06,0.00551901618019,0.0,0.0,242.295684814,-31.1214675903,0.0753839015961
1,0.0,-9.80421166474e-09,2.2118691323e-09,-5.35742547072e-05,512.623718262,3.48000958184e-06,0.0398972183466,0.0,0.0,232.053253174,-22.3161907196,0.0242346134037
2,0.0,-1.7490807025e-08,5.92297544344e-10,-7.5827629189e-05,839.734191895,3.82761709261e-06,0.201191782951,0.0,0.0,224.376296997,-15.8354282379,0.014426686801
3,6.87424096074e-22,-2.67377835428e-08,-1.54234125471e-09,-0.000100742399809,1211.37536621,4.10577740695e-06,1.07917499542,-8.38282568361e-12,0.0,215.962463379,-12.41822052,0.00495514413342
4,1.23673336463e-21,-6.13465687138e-08,-3.39534889093e-09,-0.000120432792755,1519.82849121,4.2479714466e-06,6.65985107422,3.14833631387e-10,0.0,206.346405029,-9.500623703,0.0172630231827
5,1.72454596527e-21,-1.90992722082e-07,-1.19798198028e-08,-0.000114654540084,1745.59375,4.31708531323e-06,34.3753929138,2.05963313071e-09,0.0,198.2162323,-6.00828504562,0.0651810243726
6,2.75637804879e-21,-4.81480356029e-07,-4.1715573218e-08,-7.65058430261e-05,1737.78601074,4.29601550422e-06,85.5119094849,1.0828323127e-08,0.0,194.466949463,-2.1145465374,0.162306785583
7,2.69543535983e-14,-7.25003076241e-07,-5.72264049481e-08,-8.63009336172e-05,1423.95678711,4.16312241214e-06,97.4008026123,1.74158572008e-08,2.67917188435e-10,194.556304932,1.11697280407,0.127656266093
8,1.5314659263e-12,-8.15805378807e-07,1.43863800872e-08,-0.000354877352947,1675.21008301,4.27948498327e-06,82.2631912231,5.12309625833e-08,4.71900165167e-07,196.452209473,3.28894901276,0.0841548517346
9,4.17629516039e-12,-3.65497811572e-07,9.23607927916e-08,-0.00114881398622,1970.79614258,5.37147934665e-06,69.2356491089,-1.04600502482e-07,1.88893318409e-06,199.90447998,4.74697494507,0.0783528164029
10,3.56233228679e-12,-1.47294414887e-07,1.05723621857e-07,-0.00242907949723,2318.53271484,8.93480137165e-06,65.0913772583,-3.49325318894e-07,1.14889621727e-06,204.809158325,5.7424530983,0.000992197892629
11,1.75239532087e-12,-2.05605857673e-07,8.51152606174e-08,-0.00364997936413,2727.60400391,1.85218577826e-05,64.4952850342,4.96240261327e-07,1.48070682826e-06,210.994628906,6.44878292084,0.0272869989276
12,4.07043192555e-12,-3.4291477391e-07,1.13258060708e-08,-0.00415519252419,3184.30053711,4.15897957282e-05,63.2616157532,3.3884991808e-06,4.69072892884e-06,218.171813965,6.68346500397,0.159687906504
13,3.69960867497e-11,-6.98657487419e-08,-1.16611019507e-07,-0.00330768921413,3745.98022461,9.02816100279e-05,58.6325721741,1.17171448437e-05,1.33236862894e-05,226.071746826,6.43304777145,0.297197490931
14,3.0953523078e-10,6.90857993035e-09,-9.04652353029e-09,-0.000941134174354,4406.54833984,0.000181297917152,51.4720191956,2.84792149614e-05,3.03438337141e-05,234.4793396,5.80181980133,0.294903218746
15,9.29614496492e-10,4.43739400779e-09,1.5127477937e-08,0.00230265804566,5183.26806641,0.00033657278982,44.2567253113,5.03356714034e-05,5.18564447702e-05,243.108352661,4.80615568161,0.188898414373
16,6.64466370814e-10,2.63380055543e-08,2.65491912899e-08,0.00571833644062,6096.27734375,0.000591786636505,39.0252761841,7.51888073864e-05,7.95772139099e-05,251.606033325,3.47674179077,0.0961386486888
17,3.5727895642e-10,3.36715295646e-08,1.97325817908e-08,0.00865874625742,7168.87451172,0.00102156633511,36.1785964966,0.000120843353216,0.000130885586259,259.674163818,2.04097962379,0.0529207102954
18,2.56118098951e-10,5.82489647627e-08,1.99136866996e-08,0.0102783022448,8427.60253906,0.00175885425415,38.1908912659,0.000244978698902,0.000253058358794,267.264709473,0.774096846581,0.021079711616
19,2.97769170432e-10,8.31894766407e-08,3.789061509e-08,0.010323304683,8421.01757812,0.00294345221482,44.231803894,0.000560885062441,0.000466831203084,274.02545166,-0.248832479119,-0.0124475061893
20,2.21431664671e-10,-8.10223710346e-08,-3.81090217161e-08,0.00824828445911,7716.12304688,0.00458583282307,52.3389320374,0.0014397619525,0.000734867004212,279.587890625,-1.03134155273,-0.0502230003476
21,1.49258244653e-10,2.97500292845e-07,1.433042911e-07,0.00360397947952,6499.30419922,0.00642776116729,60.4982528687,0.00344447069801,0.000950789428316,283.902832031,-1.73312163353,-0.10964667052
22,1.27806681904e-10,2.07100629268e-06,1.12455768431e-06,-0.00188260735013,4822.63916016,0.00800480227917,66.0307006836,0.00612490903586,0.00101877364796,287.130950928,-2.38243865967,-0.134025871754
23,1.44444345374e-10,3.89162414649e-06,2.0258605673e-06,-0.00577350659296,2788.93041992,0.00907441973686,68.3307647705,0.00730646634474,0.000780070840847,289.344451904,-2.91769957542,-0.115168452263
24,1.34591143786e-10,7.35453613743e-06,2.29512761507e-06,-0.00811310950667,2614.21337891,0.00993205327541,70.1551437378,0.00664988858625,0.000365472398698,290.90826416,-3.34692382812,-0.07454983145
25,1.36251093741e-10,1.8262582671e-05,2.30973546422e-06,-0.00969285424799,2418.52929688,0.0108360210434,71.9257736206,0.00467999093235,7.92698483565e-05,292.391937256,-3.66860127449,-0.0287901703268
26,1.55190221784e-10,4.31210974057e-05,-6.69372752782e-08,-0.0105358241126,2203.46118164,0.0116650080308,72.5663757324,0.00165997003205,3.52424240191e-06,293.864929199,-3.45001029968,0.042471960187
27,2.61173055405e-10,5.35779035999e-05,-3.00596548186e-06,-0.0103379162028,1970.65917969,0.012255624868,71.1655426025,-5.53472955289e-06,2.00167971087e-09,295.339813232,-3.19918346405,0.0458802692592
28,2.16445875112e-10,5.35623148608e-05,-5.63663206776e-06,-0.00904589239508,1721.65979004,0.012686803937,68.8915481567,-1.34977540256e-06,0.0,296.722686768,-3.06617212296,0.083058334887
29,1.36828423591e-10,5.19581371918e-05,-9.58792406891e-06,-0.00641339737922,1459.08166504,0.0134916678071,68.8224182129,0.0,0.0,298.001403809,-2.81480360031,0.174918830395
