,CAPE,CBMF,CIN,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,99.7960357666,0.0380773320794,0.0,0.0,0.00271134357899,85421.890625,66346.625,4.2401680389e-08,2.74023159719e-09,7.91454901616e-09,4.51418991076e-08,4.51418991076e-08,101305.015625,302.317199707,48.6421508789,302.316955566
