,CAPE,CBMF,CIN,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,100.542686462,0.0295320898294,0.0,0.0,-0.000601497828029,72136.828125,68005.8828125,4.11202982775e-08,3.54389673163e-09,6.39532693469e-09,4.46642118845e-08,4.46642118845e-08,99527.625,240.201690674,45.5830421448,302.408325195
