,EVAPPREC,FU,FV,OMEGA,PDELDRY,Q,RELHUM,SPMC,SPMCUP,T,U,V
0,0.0,-1.55458916851e-08,2.96372015818e-09,-1.84201562661e-05,277.645355225,3.22898927152e-06,0.00562150683254,0.0,0.0,242.147247314,-28.2850818634,0.0319176949561
1,0.0,-2.15402504722e-08,1.23713606026e-09,-4.94284140586e-05,512.624755859,3.46409319718e-06,0.0393656492233,0.0,0.0,232.105957031,-20.4576816559,0.0260610114783
2,2.63406007886e-22,-3.44868453794e-08,-9.47218192771e-10,-7.22472177586e-05,839.73223877,3.80982010029e-06,0.200828105211,1.04281054278e-11,0.0,224.354492188,-14.6490087509,0.0100103542209
3,6.04170901873e-21,-5.04332646756e-08,-2.59043408946e-09,-9.31549002416e-05,1211.38171387,4.08903042626e-06,1.07601130009,-8.56847023889e-11,0.0,215.956756592,-11.4946975708,0.00294274487533
4,1.26769524387e-20,-1.01049714374e-07,-4.34454916487e-09,-0.000116023933515,1519.83215332,4.23230039814e-06,6.53915452957,1.63363678141e-09,2.5354579547e-12,206.453598022,-8.66373157501,0.0105349151418
5,9.61607317174e-21,-2.93882777669e-07,-1.52199461922e-08,-0.000152728694957,1745.5949707,4.30542286267e-06,33.3936843872,7.82475328975e-09,1.50910672847e-10,198.427108765,-5.11908340454,0.0214182864875
6,1.2392304565e-20,-7.42373288176e-07,-6.66210269173e-08,-0.000214905623579,1737.78173828,4.29389319834e-06,83.0360031128,4.3744353917e-08,2.38155317689e-09,194.713165283,-1.09101641178,0.0543048977852
7,2.685942831e-14,-1.10382006824e-06,-1.10687061294e-07,-0.000297345395666,1423.95043945,4.18121544499e-06,94.6733627319,8.0232290145e-08,2.31113581606e-08,194.800064087,2.33593869209,0.0118558341637
8,1.33214955993e-12,-1.1660505379e-06,-6.24580565045e-08,-0.000397742289351,1675.21691895,4.31445050708e-06,80.3976669312,1.57376135235e-07,3.86876820357e-07,196.688354492,4.73900175095,-0.019364407286
9,4.0657494732e-12,-7.81715243647e-07,1.18949348149e-08,-0.00051090773195,1970.79211426,5.37840014658e-06,67.6913604736,1.33723210638e-06,2.83890926767e-06,200.115753174,6.42526865005,-0.0463892072439
10,3.86506495212e-12,-4.2993829652e-07,8.87227997737e-08,-0.000593633099925,2318.54101562,8.65559286467e-06,62.3484954834,8.2387105067e-06,1.27417142721e-05,204.954437256,7.49858903885,-0.1262524575
11,1.68456654875e-12,-3.47570590975e-07,6.37431014638e-08,-0.000590423936956,2727.60668945,1.73148582689e-05,60.6124000549,2.99157709378e-05,4.26239239459e-05,211.044311523,8.06460475922,-0.13500277698
12,4.82538488333e-12,-3.88212839653e-07,-2.1327279498e-08,-0.000468550657388,3188.2097168,3.81729150831e-05,58.8751754761,7.97464235802e-05,0.000102051533759,218.127471924,8.06762599945,-0.0903956145048
13,4.79482703541e-11,-1.52744306092e-07,-9.38595903222e-08,-0.000253072183114,3750.59594727,8.24303351692e-05,54.222869873,0.000160339521244,0.000184956123121,225.955947876,7.59717178345,0.0048691262491
14,3.74692193938e-10,-4.30610178626e-08,4.39486136372e-09,-5.99743289058e-05,4412.00341797,0.000166564510437,47.4113616943,0.000243706366746,0.000267103663646,234.331222534,6.795835495,0.0786471962929
15,1.3366415752e-09,-4.37203837578e-08,2.97958777651e-08,1.64380508068e-05,5189.70996094,0.000316985679092,41.2973976135,0.00030903267907,0.000330441253027,242.955429077,5.64940595627,0.0884836241603
16,9.58790935535e-10,-1.25346142354e-08,1.5632638295e-08,-4.11567469882e-07,6103.80957031,0.000579238578212,37.6367759705,0.000391051697079,0.000420273427153,251.45413208,4.15345048904,0.0502241440117
17,4.44527303856e-10,-5.02515229428e-09,7.36783789534e-09,1.7701247998e-05,7177.59570312,0.00102856941521,36.0536231995,0.00057902559638,0.000623722036835,259.519470215,2.58198571205,0.00613623671234
18,3.46704859266e-10,2.11533777161e-08,3.75683573139e-09,0.000160837211297,8437.86914062,0.00176543870475,38.2311935425,0.00107079034206,0.00112927064765,267.110534668,1.19392883778,-0.0163530297577
19,7.28089089019e-10,-4.3888985779e-09,3.12920604983e-08,0.000607665511779,8432.07910156,0.00285307457671,43.0204238892,0.00173756584991,0.00173199537676,273.892700195,0.108373902738,-0.0455273017287
20,8.98513152769e-10,-1.78968093678e-07,1.7442824074e-08,0.000909879687242,7727.66650391,0.00431478535756,49.4559822083,0.00234023178928,0.00180943636224,279.445007324,-0.709900021553,-0.0852118581533
21,5.86916293344e-10,-5.66045805783e-08,1.37609305284e-07,0.000420756667154,6509.65917969,0.0060626459308,57.8028717041,0.00364540657029,0.00174242048524,283.605804443,-1.48927819729,-0.113979838789
22,3.93986010483e-10,1.10020505417e-06,1.05856804566e-06,-0.000838154519442,4830.12548828,0.00768248969689,64.9420928955,0.00549758225679,0.00156772020273,286.629669189,-2.26762247086,-0.0986360162497
23,4.31720909022e-10,2.66827169071e-06,2.0873626454e-06,-0.00218006200157,2793.10449219,0.00880913157016,68.4081268311,0.00627279933542,0.00112790847197,288.721740723,-2.92885756493,-0.0389846488833
24,3.97053750989e-10,6.27910594631e-06,2.54196538663e-06,-0.00338571635075,2618.04589844,0.0096982549876,70.8442459106,0.00558028090745,0.000572046788875,290.232177734,-3.47010302544,0.0259716920555
25,3.71133818122e-10,2.01041075343e-05,2.9120826639e-06,-0.00462369108573,2422.07299805,0.0106038711965,72.8169326782,0.00384145975113,0.000174807879375,291.699798584,-3.89407730103,0.102005653083
26,3.69779429299e-10,4.72172287118e-05,-5.6178066643e-07,-0.00578764919192,2206.7565918,0.0114047909155,73.3197174072,0.00133047509007,1.93847481569e-05,293.177520752,-3.68756008148,0.189534112811
27,4.59326465752e-10,5.64932779525e-05,-3.7637321384e-06,-0.00626276712865,1973.67150879,0.0119645399973,71.7404022217,-1.40479960464e-05,1.74340755166e-07,294.655395508,-3.46047735214,0.193873018026
28,6.2663263467e-10,5.88733782934e-05,-6.17940440861e-06,-0.00593030592427,1724.3157959,0.0123831601813,69.4380493164,-1.45593435263e-06,0.0,296.035949707,-3.3481259346,0.232677832246
29,4.02671757049e-10,5.85970483371e-05,-1.0478828699e-05,-0.00453016674146,1460.95141602,0.0132049713284,69.5611114502,0.0,0.0,297.315307617,-3.10748553276,0.326833724976
