,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECAREA_I10,PRECAREA_I25,PRECAREA_I50,PRECAREA_I75,PRECAREA_I90,PRECC,PRECFRAC_I10,PRECFRAC_I25,PRECFRAC_I50,PRECFRAC_I75,PRECFRAC_I90,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,104.429008484,0.0210865642875,0.0,8.57081374761e-07,9.64737409959e-07,6.96889969731e-07,4.3413663775e-07,2.71731209978e-07,0.0,-0.00454876804724,39782.765625,74020.03125,,,,,,3.37502470416e-08,,,,,,0.0,6.35513330849e-09,3.37502470416e-08,3.37502470416e-08,95834.0625,110.346405029,39.4223442078,303.626464844
