,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECAREA_I10,PRECAREA_I25,PRECAREA_I50,PRECAREA_I75,PRECAREA_I90,PRECC,PRECFRAC_I10,PRECFRAC_I25,PRECFRAC_I50,PRECFRAC_I75,PRECFRAC_I90,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,98.2006225586,0.0557296425104,0.0,2.49758755899e-07,1.12065731628e-06,9.22713184082e-07,5.88688408243e-07,3.69393774236e-07,0.0,-0.0008497289964,67765.21875,72771.9453125,,,,,,1.37276154888e-08,,,,,,0.0,7.09070313576e-09,1.37276154888e-08,1.37276154888e-08,99529.234375,238.440750122,47.4062919617,303.305969238
