,CAPE,CBMF,CIN,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,102.103614807,0.0116679063067,0.0,0.0,-0.00752713531256,44363.7695312,71474.65625,3.844157348e-08,5.22399590253e-09,3.21932147607e-09,4.36655689384e-08,4.36655689384e-08,95811.84375,110.346405029,39.1878547668,302.599304199
