,EVAPPREC,FU,FV,OMEGA,PDELDRY,Q,RELHUM,T,U,V
0,0.0,0.0,0.0,-1.90885275515e-05,277.644500732,2.83676126855e-06,0.0284402128309,226.792144775,-22.5136108398,0.0570767857134
1,0.0,0.0,0.0,-5.39943284821e-05,512.624755859,2.85029591396e-06,0.141752779484,219.821960449,-15.3230867386,-0.000736127316486
2,0.0,0.0,0.0,-8.35782702779e-05,839.734436035,2.87663397103e-06,0.471131682396,215.422927856,-10.846663475,0.00975289847702
3,0.0,0.0,0.0,-0.000115067552542,1211.37548828,2.93501966553e-06,1.58258736134,210.645446777,-8.15964889526,-0.00433961814269
4,7.59590044147e-28,0.0,0.0,-0.000140887903399,1519.82910156,2.94443884741e-06,4.30329418182,206.732650757,-5.44483757019,0.0096737742424
5,1.09496720922e-22,4.22165639035e-13,1.75321684796e-13,-0.000157366899657,1745.59411621,2.88557316708e-06,11.2951641083,202.791275024,-2.7030620575,-0.0203771982342
6,5.37306072097e-21,8.10066902446e-10,-6.65586474824e-11,-0.000149726794916,1737.79125977,2.77640765489e-06,36.8822479248,197.37902832,0.957334280014,-0.0778227970004
7,6.36759770955e-16,-4.44479368866e-08,-7.22725133073e-08,-0.000144344725413,1423.95739746,2.73625619229e-06,64.9247817993,195.073760986,4.64688110352,-0.219610825181
8,1.14521903787e-13,7.70101280523e-07,3.20065112192e-08,-0.000203453877475,1675.2142334,3.32694844474e-06,66.3349990845,197.029510498,7.85326862335,-0.504531681538
9,5.14156805239e-13,7.97993322976e-07,3.86748496339e-07,-0.000197841131012,1970.79553223,5.42204907106e-06,62.5071487427,201.352111816,10.2419176102,-0.78723013401
10,3.16067202792e-12,1.4454445818e-07,1.93063058873e-07,0.000115442126116,2318.52709961,1.19524147522e-05,60.8581733704,207.541778564,11.4992523193,-0.830097615719
11,2.12792786863e-11,-5.73261161207e-07,-1.78064325951e-07,0.000760880880989,2727.56811523,2.9744760468e-05,60.4747276306,214.87802124,11.6945495605,-0.774096310139
12,1.52616141946e-10,-1.39319251957e-06,-1.6573898165e-07,0.00151941902004,3260.06811523,7.12368637323e-05,57.493019104,223.000732422,11.0694112778,-0.694448828697
13,6.95126900485e-10,-1.72810473487e-06,2.5295619821e-07,0.00216257828288,3834.97216797,0.000156661379151,52.1344795227,231.608505249,9.86134338379,-0.57348459959
14,2.30111107946e-09,-1.24097334719e-06,1.98368454107e-07,0.00258724414743,4510.97070312,0.000306521746097,44.8616943359,240.486923218,8.20393180847,-0.395510971546
15,3.07052094861e-09,-2.15010700799e-07,-4.90575544632e-08,0.00278505845927,5305.59912109,0.000557140039746,38.9863090515,249.329864502,6.16568946838,-0.200044170022
16,1.47629797276e-09,2.92136178359e-07,-2.02618224421e-08,0.00275068264455,6239.08300781,0.000985800172202,34.9272727966,257.855895996,3.99723124504,-0.0748855322599
17,8.4896289998e-10,5.10680592924e-07,7.19450810038e-08,0.00246940972283,7333.36230469,0.00188908353448,37.9447441101,265.865661621,1.95804333687,-0.00219129724428
18,1.59242341535e-09,-2.70503903721e-07,4.31939675138e-08,0.00235620816238,8618.68945312,0.00289026484825,40.8192825317,272.874572754,0.305833160877,0.0597103387117
19,1.7997451307e-09,-4.53018401458e-07,5.57257173739e-08,0.00316823576577,8612.27539062,0.00403233617544,42.1352500916,279.318267822,-0.816962778568,0.0774257406592
20,1.84707948936e-09,-3.53555122956e-07,5.78741214952e-08,0.00456045661122,7893.88476562,0.00535552157089,43.5196533203,284.834197998,-1.79341733456,0.0972087085247
21,1.27029764485e-09,-1.90406728962e-06,1.20247065638e-07,0.00566548295319,6647.390625,0.00745408050716,52.4560508728,288.628662109,-2.7197265625,0.162425100803
22,1.0241094639e-09,-2.58126215158e-06,-4.53687531987e-09,0.00601785862818,4925.97460938,0.0103648491204,67.7670440674,290.942779541,-3.60786938667,0.2298707515
23,1.01790398332e-09,3.26221470459e-06,8.05445836249e-07,0.00569797726348,2845.05664062,0.0127018149942,79.6710357666,292.267120361,-4.30635261536,0.287385225296
24,1.10624187588e-09,1.57490630954e-05,1.50826110712e-06,0.0049487198703,2664.92529297,0.0142581816763,86.0455474854,293.307525635,-4.75273132324,0.342540889978
25,1.3584054992e-09,3.05005287373e-05,-9.71027560581e-08,0.00371751165949,2464.35498047,0.0155749730766,88.5890045166,294.653167725,-4.94890356064,0.394780606031
26,1.41021050393e-09,4.3766318413e-05,-2.72614533969e-06,0.00217378744856,2243.9230957,0.0169618781656,90.4546432495,296.027374268,-4.8655796051,0.425073742867
27,1.45410405938e-09,4.79663031001e-05,-5.43298983757e-06,0.000673498259857,2006.79492188,0.0176269225776,86.8837280273,297.627960205,-4.72213792801,0.435482561588
28,9.52867673654e-10,4.92114777444e-05,-8.50707237987e-06,-0.000647728389595,1753.35412598,0.0179999005049,82.3103561401,299.174285889,-4.61568260193,0.446240544319
29,1.08033237911e-09,4.81740753457e-05,-1.18306552395e-05,-0.00164703640621,1480.78759766,0.0181743465364,77.9662857056,300.530181885,-4.5004696846,0.443885266781
