,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECAREA_I10,PRECAREA_I25,PRECAREA_I50,PRECAREA_I75,PRECAREA_I90,PRECC,PRECFRAC_I10,PRECFRAC_I25,PRECFRAC_I50,PRECFRAC_I75,PRECFRAC_I90,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,98.1046066284,0.0589010119438,0.0,3.09299281298e-07,1.05635035652e-06,8.51351444453e-07,5.44512886336e-07,3.42810352549e-07,0.0,-0.000897027202882,68667.53125,71545.0234375,,,,,,1.40379032842e-08,,,,,,0.0,6.53632570291e-09,1.40379032842e-08,1.40379032842e-08,99377.1171875,233.876937866,34.9087181091,299.032348633
