,CAPE,CBMF,CIN,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,94.2337417603,0.0427472628653,0.0,0.0,0.00382407009602,85237.78125,66257.90625,4.02390298859e-08,2.36525576902e-09,8.45509795511e-09,4.26042987556e-08,4.26042987556e-08,101262.9375,298.614898682,35.1510047913,298.614685059
