,CAPE,CBMF,CIN,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,95.8608932495,0.0331870615482,0.0,0.0,-0.000447634170996,72463.0390625,67933.7265625,3.88772036786e-08,3.11150283316e-09,6.80689415944e-09,4.19886951875e-08,4.19886951875e-08,99458.2578125,237.273971558,33.0571212769,298.256988525
