,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,MF,PCLDBOT,PCLDTOP,PRECAREA_I10,PRECAREA_I25,PRECAREA_I50,PRECAREA_I75,PRECAREA_I90,PRECC,PRECFRAC_I10,PRECFRAC_I25,PRECFRAC_I50,PRECFRAC_I75,PRECFRAC_I90,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,100.277984619,0.0787867158651,0.0,9.15279599667e-07,1.30514524699e-06,1.02539195268e-06,6.5772741209e-07,4.16242471601e-07,0.0,0.00178144988604,81697.1015625,71448.6796875,,,,,,3.97662205387e-08,,,,,,0.0,5.85507509143e-09,3.97662205387e-08,3.97662205387e-08,101275.0,298.614898682,35.9172439575,298.614685059
