,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,FU,FU,FU,FU,FU,FU,FU,FU,FU,FV,FV,FV,FV,FV,FV,FV,FV,FV,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,Q,Q,Q,Q,Q,Q,Q,Q,Q,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,T,T,T,T,T,T,T,T,T,U,U,U,U,U,U,U,U,U,V,V,V,V,V,V,V,V,V
,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT
,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151
7,1.27234201973e-24,9.43915263232e-25,3.64665310707e-23,3.32211329012e-26,1.22196295259e-26,1.76885409875e-22,2.14789482174e-22,5.99399747741e-24,4.30031960967e-26,-2.58121968244e-09,-4.18779642075e-08,-1.21102168293e-08,4.64702776259e-10,7.80016662372e-10,6.82140177677e-11,3.54787184874e-12,0.0,-7.48500710301e-08,-6.57371801438e-09,3.99079205238e-08,1.46203440465e-08,-3.853544428e-10,8.74966266107e-10,7.20324841441e-11,5.19539706395e-12,0.0,-4.5048015096e-08,-0.000109276355943,-0.000555695034564,-0.00125424435828,-0.000902987259906,-0.00148604088463,-0.00108084350359,-0.000638878089376,-0.000399321783334,-0.000500466616359,1423.9588623,1423.95861816,1423.95861816,1423.9588623,1423.95861816,1423.95849609,1423.95874023,1423.95874023,1423.95849609,2.52915492638e-06,2.63219544649e-06,2.69144061349e-06,2.57305487139e-06,2.59680336967e-06,2.6785035061e-06,2.56694488598e-06,2.53351663559e-06,2.72390229838e-06,91.7562866211,96.1787796021,90.4428634644,103.242767334,106.137886047,105.081840515,106.530235291,101.873840332,86.4806900024,191.259063721,191.304428101,191.894256592,190.647567749,190.584884644,190.8465271,190.382568359,190.558914185,192.249740601,-1.74231290817,-1.39291107655,-0.571038901806,-1.43188405037,-0.747450351715,-1.90860772133,-2.46825957298,-3.01477098465,-0.839636325836,0.104450389743,0.376076906919,-0.481274992228,0.188732326031,0.173616349697,0.866774201393,0.0363838411868,-0.334746301174,-0.250344872475
8,2.56416195394e-22,1.56410362259e-21,1.62242249258e-14,6.46933678503e-14,5.41354782454e-14,1.4127577948e-19,1.71549051861e-19,5.65424636624e-23,2.09151751833e-25,1.15802492928e-07,4.9607312036e-08,1.45493530113e-07,7.80036018e-08,1.60906055147e-09,1.18296114238e-07,1.91596186028e-07,1.77186393557e-07,-1.01945708764e-07,2.21960689828e-08,1.22915480461e-07,1.77782855104e-08,1.65619038484e-08,1.76872771984e-09,8.14329794707e-08,7.97480410597e-08,-3.57905776127e-08,-1.89215754176e-07,-0.000685484381393,-0.000910722010303,-0.00229830434546,-0.00139924825635,-0.00293596624397,-0.00406048865989,-0.00440036179498,-0.00617713388056,-0.000257286505075,1675.21337891,1675.21325684,1675.21313477,1675.21362305,1675.2130127,1675.2130127,1675.21289062,1675.21350098,1675.21325684,2.03737863558e-06,2.18460900214e-06,2.19652724809e-06,2.1222056148e-06,2.30466594076e-06,2.32781258092e-06,2.24396922022e-06,1.9984076971e-06,2.08532514989e-06,104.332519531,105.612884521,94.4502029419,107.043586731,107.697937012,114.773887634,113.738868713,106.726318359,86.9567489624,190.21736145,190.569869995,191.404708862,190.191467285,190.745285034,190.414031982,190.106048584,189.832260132,191.468826294,-1.66857290268,-0.917313754559,0.467137247324,-1.02654027939,1.24209344387,-0.650817513466,0.18360491097,-0.90003567934,-1.14906811714,1.21298348904,1.5735874176,0.117484629154,-0.180460065603,-0.18631452322,1.48586475849,0.627745330334,0.122552610934,-0.308567136526
9,4.65176535529e-14,8.16650807173e-15,9.02654833464e-20,1.9359558395e-18,2.53103681e-18,9.22288165436e-14,2.69673037156e-13,1.20863422411e-16,9.39754788666e-20,3.73928060071e-06,9.06101377041e-06,9.68673157331e-06,2.16469175029e-06,-1.52846752144e-07,7.37343407309e-06,9.12698851607e-06,1.44555569932e-05,4.31829357694e-06,7.78397770773e-06,2.78995253211e-06,8.41601377033e-06,6.21953086011e-06,6.2607568907e-07,9.55922314461e-06,1.34435194923e-05,1.24011185108e-05,2.70420787274e-06,-0.00359812565148,-0.00444787042215,-0.00625523319468,-0.00338138872758,-0.00546700973064,-0.0112719796598,-0.00962548051029,-0.0119951497763,-0.00414289766923,1970.80126953,1970.80065918,1970.80065918,1970.80078125,1970.80029297,1970.79980469,1970.80041504,1970.8013916,1970.80114746,2.49775098382e-06,2.63686411017e-06,2.64540994976e-06,2.56238240581e-06,2.86325825982e-06,2.99633552459e-06,2.76999662674e-06,2.31473109125e-06,2.45782143793e-06,98.9065704346,101.470611572,96.3259963989,100.423713684,104.319374084,114.491073608,102.560127258,92.0299301147,95.6994857788,192.770599365,192.98840332,193.547164917,192.712844849,193.199920654,192.977478027,193.020629883,192.710647583,193.452514648,0.968756735325,2.09082913399,3.62072992325,1.19626164436,3.66645741463,3.07339763641,4.66611194611,3.04468798637,0.716772735119,0.373545378447,0.665923595428,-1.64457011223,-1.73864746094,-1.11852777004,-1.16189956665,-1.6188133955,-1.47872281075,-1.04215574265
10,9.68718855132e-12,8.84201913076e-12,1.13871117396e-11,1.13425734733e-13,1.46897495253e-13,1.49755850082e-11,1.60096970403e-11,1.06779927782e-12,8.16534086032e-15,-3.71309715774e-06,-4.26976794188e-06,-6.02570366937e-07,3.48503613168e-06,-1.12328043542e-05,-7.57070074542e-06,-8.48334912007e-06,2.40198232859e-06,1.16430119306e-05,-1.88630178855e-06,-6.43638531983e-06,-1.09523966785e-06,4.35974197899e-06,-1.08295967038e-06,-5.29288217876e-06,-1.28438932734e-05,-1.03010115708e-05,6.37598895992e-06,-0.0139428796247,-0.0162316579372,-0.0184274539351,-0.0132624516264,-0.0176317319274,-0.0262418538332,-0.0206000693142,-0.023207148537,-0.0245176684111,2318.53979492,2318.53955078,2318.53979492,2318.53808594,2318.53613281,2318.5378418,2318.53979492,2318.5390625,2318.53930664,5.65199297853e-06,5.72584485781e-06,5.68965606362e-06,6.14978307567e-06,6.44732926958e-06,6.17518935542e-06,5.86908527112e-06,6.13212478129e-06,5.7287306845e-06,99.8380432129,101.055450439,97.3658676147,110.894332886,116.687789917,109.383728027,103.466789246,102.346641541,107.021858215,198.830032349,198.733703613,199.028533936,198.496887207,198.488098145,198.615585327,198.600082397,198.982086182,199.398178101,1.73649656773,3.08236980438,4.9226140976,2.0598218441,3.47730016708,3.4474093914,3.6429913044,4.43175601959,0.769052326679,1.42902517319,1.12253212929,-1.16514539719,-1.50422394276,-0.0994360968471,-1.31631731987,-1.52965736389,-1.22381401062,-0.872074782848
11,6.58429977207e-11,4.89609117138e-11,4.35346203531e-11,7.33376762097e-11,4.74549045892e-11,3.7073830117e-11,4.0860932693e-11,8.67685506778e-11,6.92991011797e-11,4.78314404972e-06,-1.7145135871e-06,-8.44955229695e-06,-9.60238935477e-07,-1.35687514558e-05,-4.82931000079e-06,-3.71809369426e-06,-1.22146684589e-05,1.50621444845e-05,-7.46021532905e-06,-4.88720024805e-06,-6.81905945044e-08,-7.8668945207e-06,-1.09853644972e-05,-3.46858314515e-06,-1.6540152501e-05,-5.12866154168e-06,-3.01742402371e-05,-0.0350907854736,-0.0399147123098,-0.0416813418269,-0.0376360714436,-0.0457016974688,-0.0536998063326,-0.0467258617282,-0.0461394898593,-0.0641436055303,2727.60620117,2727.6081543,2727.6105957,2727.60693359,2727.60253906,2727.60400391,2727.60424805,2727.60791016,2727.6027832,1.59540431923e-05,1.60651215992e-05,1.52551701831e-05,1.65217661561e-05,1.72611817106e-05,1.67673260876e-05,1.6633528503e-05,1.63083368534e-05,1.59301707754e-05,102.189208984,104.241233826,102.048858643,106.115119934,112.422676086,111.235900879,110.790122986,102.184913635,98.5018692017,206.471420288,206.258972168,206.119003296,206.366653442,206.21875,206.113113403,206.113204956,206.530548096,207.205810547,1.43350541592,2.04608607292,3.94220995903,1.23532950878,1.7172460556,1.65451538563,2.08128023148,4.03637838364,0.407511711121,1.27598726749,1.04041910172,-0.50488358736,-1.47930765152,-0.058460444212,-0.458538740873,-0.921063840389,-1.71320724487,-0.00511590624228
12,9.90681287005e-11,1.80172543551e-10,1.47346690405e-10,1.41145026222e-10,2.88571166962e-10,2.11035425246e-10,3.37076616619e-10,1.00559303939e-10,7.68727650979e-11,-1.83074826055e-06,6.24718268227e-06,2.99062662634e-06,6.28373845757e-06,8.85237113835e-06,2.68790972768e-06,-1.94759886654e-05,-2.39032997342e-05,9.71920326265e-06,-1.17410245366e-05,-4.39831546828e-06,1.64207249327e-05,1.47205892063e-05,2.47199113801e-06,1.39628609759e-05,2.63121419266e-05,3.05989124172e-05,-2.18912882701e-05,-0.063170388341,-0.070825882256,-0.0711518600583,-0.0710643157363,-0.0827055722475,-0.0897232815623,-0.0861404985189,-0.072811499238,-0.114212185144,3018.60058594,3035.08984375,3027.18554688,2973.83862305,2995.5793457,2954.11645508,3004.85131836,2963.6953125,2825.515625,4.43947319582e-05,4.29371721111e-05,4.04092716053e-05,4.35354922956e-05,4.36135997006e-05,4.33376626461e-05,4.49793005828e-05,4.37772287114e-05,4.30402105849e-05,104.882644653,103.265419006,101.588790894,102.982933044,105.170730591,106.006774902,105.549575806,100.707435608,107.801300049,214.658950806,214.52684021,214.200683594,214.692718506,214.510513306,214.413604736,214.755096436,214.872024536,214.221130371,1.22706568241,1.56220221519,3.28749513626,0.989994585514,0.915068626404,0.90420794487,1.54776322842,3.97439885139,-0.094586931169,0.604223191738,0.472482442856,-0.687394320965,-1.9493445158,-0.372739046812,-0.467733085155,-1.2197868824,-2.30377149582,1.17552363873
13,7.08369307656e-10,6.83441359062e-10,4.98657948267e-10,7.88411336217e-10,7.52654494285e-10,6.10917039179e-10,4.90787910312e-10,4.96129526351e-10,7.20470183513e-10,-1.33726625791e-05,-1.25720935102e-05,-1.30027683554e-05,-9.19844933378e-06,-3.41956638295e-06,-2.11500127989e-06,-3.31563969667e-05,-3.0678762414e-05,9.23579227674e-06,7.12089376975e-06,1.47031887536e-05,1.5178362446e-05,2.57424835581e-05,3.22746200254e-05,3.26834560838e-05,1.85464996321e-05,3.61349411833e-05,-2.1807192752e-05,-0.0941311269999,-0.103250071406,-0.102312363684,-0.105323933065,-0.119812503457,-0.126303061843,-0.128058835864,-0.100315675139,-0.168407395482,3550.97558594,3570.37011719,3561.08300781,3498.31738281,3523.89794922,3475.13012695,3534.80078125,3486.38427734,3323.8215332,0.000112323359645,0.000109370637801,0.000104282567918,0.000108503227239,0.000106243634946,0.000104743725387,0.000109051215986,0.000108915533929,0.000108283209556,100.474411011,101.375473022,102.283180237,102.546821594,102.379928589,102.198181152,103.24684906,101.30783844,104.913764954,223.373245239,223.154937744,222.713684082,222.965377808,222.811935425,222.717132568,223.013565063,223.048873901,222.554428101,0.889098882675,1.20550477505,2.76453328133,0.751049935818,0.367757916451,0.427424192429,1.19405829906,3.75192260742,-0.617557346821,0.0601717196405,-0.0190233141184,-0.699843347073,-2.19945287704,-0.534024178982,-0.584353864193,-1.61275649071,-2.78991627693,1.27518451214
14,3.30214100508e-09,2.93470048263e-09,2.34326713588e-09,2.79993850327e-09,2.1787995852e-09,2.49442844158e-09,2.64232502545e-09,2.14543383059e-09,3.55667206797e-09,-1.3424599274e-05,-7.20924890629e-06,-9.53354174271e-06,2.99693442685e-06,2.14498982132e-06,1.47461541928e-05,6.93663707807e-07,-1.12158541015e-05,-1.97651684175e-06,1.08629919851e-05,1.24154839796e-05,2.30959813052e-06,7.95513824414e-06,1.19527358038e-05,5.69305666431e-06,7.64093147154e-06,7.33613433113e-06,-2.75283468909e-06,-0.123721949756,-0.134762093425,-0.133305191994,-0.136641159654,-0.155437171459,-0.15921369195,-0.165542587638,-0.130215078592,-0.219100177288,4176.89111328,4199.68994141,4188.74658203,4114.89501953,4145.04296875,4087.68066406,4157.828125,4100.88818359,3909.61328125,0.00026851403527,0.000268890173174,0.000266020419076,0.000274949125014,0.00025897170417,0.000261388166109,0.00027512939414,0.000270150689175,0.000272753095487,95.9227828979,98.5516052246,100.270782471,101.329826355,99.9121627808,100.107788086,99.4895401001,98.154045105,102.971504211,232.382995605,232.252670288,232.001037598,232.131347656,231.809234619,231.875091553,232.397247314,232.187942505,231.490402222,0.581995725632,1.10084962845,2.53410768509,0.713896334171,0.0535656437278,-0.0491042435169,0.785250782967,3.40412759781,-0.619132816792,-0.296942591667,-0.291868299246,-0.362595707178,-2.31759190559,-0.877881169319,-0.672014057636,-1.79447364807,-2.80459737778,1.05890071392
15,8.40235614419e-09,7.89273091328e-09,7.64425944766e-09,9.27475074519e-09,7.58701723669e-09,8.01176813781e-09,9.12945186116e-09,5.5243107866e-09,9.03182506562e-09,-1.66716915828e-06,-1.45819094541e-05,-1.24389962366e-05,-1.13951127787e-05,-3.14109092869e-06,-1.90310456674e-05,2.40036456489e-06,1.58977798037e-06,-2.34438921325e-05,2.12794088839e-06,3.98503630095e-07,-1.1044193343e-05,-8.13334827399e-06,-5.93977983954e-06,-3.08144153678e-05,-5.41561803402e-06,-2.11182541534e-05,2.07347475225e-05,-0.141496539116,-0.156542181969,-0.157524913549,-0.156059101224,-0.178982377052,-0.180369526148,-0.188232317567,-0.152762085199,-0.245223283768,4912.49804688,4939.12353516,4926.14892578,4839.28710938,4874.82470703,4807.40917969,4889.734375,4822.98291016,4597.85351562,0.000549512798898,0.000585966161452,0.000604297616519,0.000617723038886,0.000582808512263,0.000578628387302,0.000622346880846,0.000571029610001,0.000595104007516,83.8081054688,90.8452224731,96.742729187,97.0024871826,94.0829467773,94.2454071045,94.1473922729,88.3507843018,99.00025177,241.512817383,241.501266479,241.161300659,241.284317017,241.168487549,241.063217163,241.69178772,241.31880188,240.117416382,-0.0835960507393,0.861487686634,2.07765436172,0.312902569771,-0.276286512613,-0.244717761874,0.00401735305786,2.60000801086,-0.562737047672,-0.501299679279,-0.319069236517,-0.00251013226807,-2.19033789635,-0.984338402748,0.0755504146218,-1.77024817467,-1.67660200596,0.824697315693
16,1.62250284319e-08,1.51795607195e-08,1.63888937976e-08,1.40725555653e-08,1.49347627598e-08,1.31800081959e-08,1.25128520878e-08,5.02143659986e-09,1.49664671767e-08,8.38238247525e-06,-1.64887399023e-06,-6.52665448797e-06,3.00823131738e-07,-5.99325858275e-06,-1.5913763491e-05,6.05533068665e-06,3.64279253517e-06,-3.93142727262e-06,-3.94593735109e-06,-6.58782573737e-06,-1.03908050733e-05,-1.09852608148e-05,-7.04146759745e-06,-1.63925433299e-05,-9.59983390203e-06,-1.05469853224e-05,1.48377193909e-05,-0.141136661172,-0.1610147506,-0.170250505209,-0.160170719028,-0.181961238384,-0.184865489602,-0.193075582385,-0.165990278125,-0.244855761528,5776.27197266,5807.3046875,5792.03515625,5690.00585938,5731.765625,5653.00878906,5749.41308594,5671.18164062,5405.96728516,0.00106264732312,0.00114681874402,0.00116735347547,0.00115576188546,0.00113244762179,0.00104643765371,0.00115825422108,0.00105193501804,0.00114954437595,76.5685195923,85.3904342651,89.7968215942,87.1886749268,87.963432312,84.455871582,84.6389923096,77.4808273315,90.3323287964,250.439224243,250.248092651,249.799942017,249.878921509,249.842056274,249.439590454,250.301651001,250.140960693,248.881530762,-0.464267611504,1.10471487045,2.64633393288,0.728475630283,0.329665750265,1.05193221569,-0.0838194563985,2.21509218216,-0.220626041293,-0.0426613949239,0.148098766804,0.429370075464,-1.36157417297,-0.508757352829,0.941823422909,-1.47328948975,-0.925220131874,0.0180926322937
17,8.94804852436e-09,8.37565927725e-09,8.66345573058e-09,6.91359458571e-09,8.12845435405e-09,9.13278341841e-09,6.89979362534e-09,1.75116310341e-09,1.23414514164e-08,1.79215130629e-05,1.1625251318e-05,7.26848429622e-06,1.18286379802e-05,4.96230177305e-06,1.61295884027e-05,2.26820375246e-05,2.97605183732e-05,2.6332671041e-05,9.01227224404e-07,1.22107496736e-06,-1.63271954534e-06,-3.38323957294e-06,-9.4858586408e-07,-9.78696334641e-07,-6.99155407347e-06,-5.5567088566e-06,-4.8176417522e-07,-0.127633959055,-0.151230931282,-0.170599043369,-0.153182849288,-0.169308885932,-0.171484261751,-0.179228693247,-0.16803959012,-0.226977825165,6788.22265625,6825.08984375,6807.33984375,6686.96142578,6737.01074219,6645.97265625,6758.28564453,6665.26806641,6352.79101562,0.00210808753036,0.00214532040991,0.00213056569919,0.00216721813194,0.00201720604673,0.00171589886304,0.00197725440376,0.00199572579004,0.00220462237485,78.4033508301,79.6736831665,80.292175293,79.9634475708,76.2208633423,66.9802246094,72.9470367432,73.2892379761,87.8234863281,258.771942139,258.939849854,258.601867676,258.498596191,258.508087158,258.307983398,258.962860107,258.440490723,257.154876709,-1.19401371479,0.389563918114,2.24946761131,0.215304479003,0.0741381347179,0.771520614624,-0.977132797241,1.09842526913,-0.665853559971,0.353526413441,0.443295031786,0.803138494492,-0.670395195484,0.0692119300365,1.70459473133,-0.613780319691,-0.396014034748,-0.33355769515
18,4.52654580485e-09,3.86255782914e-09,3.60767948848e-09,2.81838419269e-09,5.02717556472e-09,4.12636724789e-09,2.42593878319e-09,3.9845890476e-10,1.1698596758e-08,2.02141181944e-05,1.86116340046e-05,1.14188169391e-05,1.3782253518e-05,1.99413134396e-05,3.06450128846e-05,2.51263027167e-05,3.04475779558e-05,-1.15851698865e-05,4.5412698455e-06,6.25386246611e-06,8.41168093757e-06,7.71875511418e-06,6.00209114054e-06,1.35510226755e-05,3.22639607475e-06,5.30934494236e-06,2.92209297186e-05,-0.11040596664,-0.132558867335,-0.156621620059,-0.133064061403,-0.140711963177,-0.152267619967,-0.16150893271,-0.162472814322,-0.200279340148,7975.90771484,8018.21337891,7997.84423828,7857.52832031,7917.50927734,7809.08251953,7938.36230469,7831.5859375,7463.48583984,0.00334989605471,0.00352349993773,0.00344572844915,0.00335042108782,0.00306771579199,0.00293359206989,0.00350848142989,0.00321175088175,0.00353572703898,76.9089584351,80.4614334106,81.1562805176,76.4078292847,71.5225143433,70.6937103271,80.218711853,73.6772003174,89.6094589233,266.018157959,266.20904541,265.759246826,266.005889893,265.9425354,265.543792725,266.105773926,265.653167725,264.102508545,-3.08518838882,-1.42588567734,-0.0940752923489,-1.46839439869,-1.41190123558,-1.84213042259,-3.47568249702,-2.26458120346,-2.56527495384,0.145340621471,0.0278827622533,0.379414558411,-0.719648897648,0.0938137248158,1.00678527355,-0.0254006218165,-0.313156783581,-0.387593656778
19,4.86775020292e-09,4.54732562716e-09,4.44685710477e-09,3.80136633282e-09,4.16326795261e-09,3.61665963844e-09,2.49480391901e-09,1.4208371979e-10,2.79462799568e-08,3.72123486159e-06,8.60920408741e-06,1.70338280441e-05,1.13955702545e-05,1.00442439361e-05,1.73286953213e-05,1.27841622088e-05,2.15378258872e-05,8.90515366336e-07,4.20332662543e-06,5.83799146625e-06,9.03528052731e-06,1.08625836219e-05,8.45021713758e-06,1.38007126225e-05,9.46932686929e-06,5.02417060488e-06,1.12608659038e-05,-0.0902483537793,-0.105604171753,-0.125925183296,-0.106157392263,-0.120485112071,-0.138277262449,-0.143409058452,-0.158627048135,-0.172874674201,7969.77832031,8013.24560547,7990.93603516,7852.40917969,7912.390625,7800.89453125,7930.14990234,7821.67675781,7459.7265625,0.00452388031408,0.00455037457868,0.00472074560821,0.00441803177819,0.00412677321583,0.00436960952356,0.0049525462091,0.00488819601014,0.00447841174901,76.6536254883,77.3927230835,81.7010955811,75.4490966797,71.8657608032,76.6811065674,85.369140625,83.8393554688,87.9396057129,271.868347168,271.867584229,271.575195312,271.609375,271.497406006,271.262115479,271.557159424,271.409118652,269.24786377,-4.39522361755,-2.7886326313,-2.16966462135,-2.97518634796,-3.28604841232,-4.44078779221,-5.11191129684,-4.14684200287,-3.11451816559,-0.630395293236,-0.700403988361,-0.284772723913,-1.24031364918,-0.929463148117,-0.523420751095,-0.724977910519,-0.555902302265,-0.889822900295
20,3.42695205546e-09,2.8913840211e-09,4.74526640204e-09,2.65992183834e-09,2.52739473794e-09,2.97118996073e-09,4.38606972963e-09,6.07745587189e-09,1.90281355117e-08,1.02239516764e-06,3.91477078665e-06,1.29112240757e-05,7.34447803552e-06,8.71857173479e-06,1.04259079308e-05,5.69274789086e-06,1.15070570246e-05,-2.39469477492e-06,4.56233192381e-06,7.34341301722e-06,4.9918789955e-06,9.46564614424e-06,6.61955482428e-06,7.97270786279e-06,2.59113198808e-06,-1.61669288445e-06,-1.07647911136e-05,-0.0761383846402,-0.0843559205532,-0.0964681357145,-0.0873689725995,-0.118684150279,-0.132272392511,-0.124213971198,-0.14985601604,-0.162004485726,7300.57666016,7340.90234375,7321.96728516,7192.44970703,7244.91845703,7143.55419922,7266.59277344,7166.58740234,6835.50048828,0.00642563821748,0.00638378085569,0.00636479724199,0.00639376044273,0.0064238673076,0.00658661499619,0.0065598776564,0.0065851835534,0.00604244368151,84.5721359253,85.5303649902,89.3562469482,88.4859085083,87.2514877319,92.6727676392,92.0999069214,90.6528701782,91.3236694336,277.052520752,276.838806152,276.124237061,276.150177002,276.461273193,275.810791016,276.089263916,276.159820557,274.297943115,-3.70095157623,-2.97875761986,-2.95924639702,-3.03998732567,-3.40483927727,-4.30046033859,-5.07420635223,-4.19183826447,-2.99633145332,-0.725117921829,-0.871529579163,-0.533153235912,-1.65961694717,-1.16293752193,-0.971391141415,-0.872818112373,-0.581323683262,-0.373515695333
21,8.85604922729e-09,8.96147778207e-09,1.35846844884e-08,8.03798805293e-09,9.08104169639e-09,1.41990650349e-08,1.51346579713e-08,1.46936303125e-08,1.45045904176e-08,-1.04325536086e-05,-2.22203993872e-06,1.21772909552e-05,5.00032638229e-06,-2.02163232643e-06,-8.60967702465e-07,1.77899073606e-05,-2.3958786187e-05,-2.53601319855e-05,-6.71716406941e-06,-6.44879401079e-06,-3.683500438e-07,-3.23089714982e-08,-4.58240674561e-06,2.38896814153e-06,1.36373330406e-06,4.84739621243e-06,-2.63238180196e-05,-0.0705470889807,-0.0759254992008,-0.082029953599,-0.0802742391825,-0.121762178838,-0.131948143244,-0.113047197461,-0.140028327703,-0.169707879424,6148.74365234,6182.20898438,6167.38769531,6057.00830078,6099.58056641,6015.84863281,6120.890625,6036.203125,5757.72460938,0.00833653472364,0.00838174577802,0.00819367170334,0.00840836949646,0.00870412494987,0.00863330811262,0.00836795009673,0.00845448020846,0.00779755786061,81.7984390259,83.9960098267,85.5396575928,88.6575012207,89.4135131836,90.7130737305,87.4560165405,87.4861679077,88.3999557495,282.665344238,282.38482666,281.742767334,281.388061523,281.834777832,281.373260498,281.676452637,281.599273682,279.652252197,-2.62373495102,-2.54064917564,-2.95882225037,-2.83869934082,-3.17924618721,-3.61380338669,-4.86961889267,-3.13578677177,-1.97114658356,-0.29024580121,-0.564555466175,-0.42677411437,-1.59551739693,-0.863192379475,-0.746744692326,-0.452526837587,-0.579014599323,1.0301066637
22,5.77259484658e-09,7.41409245109e-09,1.12574198852e-08,7.45892503318e-09,1.02803561219e-08,1.58750310675e-08,1.33645565725e-08,1.05044284382e-08,7.33190930191e-09,-1.53442961164e-05,-6.73018394082e-06,-7.77830791776e-06,-1.60516337928e-05,-1.7181988369e-05,-1.86663764907e-05,2.37905305767e-06,-1.17792496894e-05,-1.4652991922e-05,-4.19005118601e-06,-9.490062439e-06,-6.09796188655e-06,-9.95337904897e-06,-1.58657860538e-06,-1.6841310071e-06,-3.89209208151e-06,-4.11911878473e-06,-2.08787187148e-05,-0.0646205320954,-0.0696420073509,-0.0709848180413,-0.0719042271376,-0.117322802544,-0.124233976007,-0.102234326303,-0.124651327729,-0.167184948921,4561.77099609,4586.29443359,4575.58837891,4494.2109375,4524.64697266,4463.38867188,4540.82763672,4477.19824219,4271.85595703,0.010054201819,0.0101768374443,0.00992332957685,0.0100165810436,0.0105721699074,0.0103278271854,0.0101705361158,0.010414224118,0.00942894816399,80.7398910522,83.3149795532,84.4622573853,86.5738601685,89.2159347534,88.7537002563,86.4371109009,89.9213180542,89.103729248,286.794830322,286.493530273,285.873321533,285.4140625,285.790222168,285.445587158,285.843811035,285.315856934,283.232330322,-1.40017545223,-1.71719563007,-2.51529407501,-2.1678674221,-2.57216691971,-2.53610062599,-4.42100572586,-1.76791930199,-0.847782433033,0.0337760820985,-0.110450915992,-0.136379599571,-1.23212003708,-0.467134922743,-0.335668683052,-0.146729141474,-0.150315612555,1.72368252277
23,5.4559983198e-09,6.49496012528e-09,9.90483606245e-09,8.38187119712e-09,6.29261487362e-09,8.608156854e-09,1.00022656824e-08,1.29321335862e-08,3.48419781915e-09,-1.15917528092e-05,-3.15782563121e-06,-1.44069063026e-05,-1.85536355275e-05,-2.41267644014e-05,-3.94912203774e-05,-6.49721414447e-06,7.02067427483e-06,-2.29030902119e-05,2.29230272453e-06,-6.8675926741e-06,-4.06887147619e-06,-9.80290860753e-06,-2.90245975521e-06,-6.88604268362e-06,2.85924073751e-07,-5.99388886258e-06,-4.97849259773e-06,-0.0576732195914,-0.0615142397583,-0.0597666613758,-0.065438888967,-0.108027994633,-0.113196581602,-0.0923197418451,-0.10983748734,-0.160227879882,2637.71508789,2652.04931641,2646.01782227,2598.81347656,2616.20703125,2580.95239258,2625.83276367,2589.76123047,2470.4765625,0.0112530766055,0.0113230748102,0.0110136130825,0.0111497053877,0.0117740174755,0.0114747500047,0.0112904254347,0.0112687712535,0.0104444948956,79.9204330444,81.48097229,82.5925216675,85.3571395874,87.9310379028,86.5871429443,84.2489624023,86.2148132324,89.1905899048,289.424468994,289.204742432,288.533599854,287.951629639,288.355224609,288.157745361,288.566070557,287.92364502,285.429412842,-0.482302963734,-1.13852834702,-1.89535200596,-1.5034044981,-1.8189214468,-1.42647457123,-3.70450282097,-1.07095861435,-0.00706330919638,0.127851232886,0.124691553414,0.125154361129,-0.935759782791,-0.256204396486,-0.0551997646689,-0.346904963255,0.184907063842,1.75500679016
