,CAPE,CBMF,CIN,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,114.397666931,0.0100422436371,0.0,0.0,46312.2890625,70610.2734375,3.88155498854e-08,2.67777933161e-09,2.89072432658e-09,4.14933261084e-08,4.14933261084e-08,95794.0390625,110.42490387,39.0576324463,303.537139893
