,CAPE,CBMF,CIN,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,91.2437667847,0.0421783663332,0.0,0.0,84567.5234375,65258.4960938,3.68404471374e-08,1.66040614591e-09,8.89568330109e-09,3.85008505077e-08,3.85008505077e-08,101098.234375,299.025756836,34.5964508057,299.025604248
