,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,84.8518981934,0.0508340522647,0.0,8.90096373496e-07,1.15058105621e-06,9.09269942895e-07,5.79415939228e-07,3.68691473795e-07,0.0,63097.765625,76386.4921875,3.93459167469e-08,0.0,5.39538369537e-09,3.93459167469e-08,3.93459167469e-08,99501.3046875,240.495010376,44.9984321594,303.516387939
