,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,PRECT,Q_IL
0,,0.284679553019,0.00907251671548,0.0123437141493,0.0186172600663,0.877738752315,20.5672
1,,0.00353736053646,0.00605353837948,0.00985441436501,0.0153867974685,0.569309080527,36.9043
2,,0.00261824279852,0.00440466188035,0.00680790254076,0.0112765934013,0.403484377264,49.8813
3,,0.00209861002605,0.00358673089847,0.00581253462936,0.00976401778278,0.250900282028,60.1893
4,0.94702737023,0.00139458456848,0.00296112184468,0.00419040783098,0.0064914014126,0.154228455526,68.3772
5,0.0030985613931,0.00107609711953,0.00177286526926,0.00322630520968,0.00508015816407,0.0966888299539,74.8811
6,0.00069168214552,0.000744757316254,0.00168786083352,0.00270414446533,0.00448168267831,0.0576139232493,80.0474
7,0.00030691386072,0.000628842606297,0.00123578231082,0.00219839685774,0.00342574111212,0.032001756266,84.1511
8,0.000192120161757,0.000591353856123,0.00108128609469,0.0019311808712,0.00301925342334,0.0187197617304,87.4107
9,0.000210358610893,0.000470992206633,0.00112278106329,0.00150790853359,0.00241622109027,0.01296356256,90.0
10,0.000228968499935,0.000515492256298,0.000769946958748,0.00124707715724,0.00240542308447,0.00797634879795,92.0567
11,0.000205561643903,0.000381532972538,0.000688193847922,0.00108255562293,0.00171574303134,0.00831607767193,93.6904
12,0.000242181118527,0.000283619508042,0.000733276234715,0.00107478152181,0.00148338097132,0.00484380448893,94.9881
13,0.000154559706084,0.000358005844959,0.000586722794569,0.000576202620384,0.00135688567558,0.00379515554394,96.0189
14,0.000159275820555,0.000262960230848,0.000345216611713,0.000984516320264,0.00188085456653,0.00297575283834,96.8377
15,0.000101252485979,0.000220272200195,0.000488944796237,0.000418339233369,0.000613422031701,0.00138494494597,97.4881
16,9.33417874487e-05,0.000166481575401,0.000274104209125,0.000569730855155,0.000680842507388,0.00221509484147,98.0047
17,0.000140055417873,0.000221421588884,0.000240539744836,0.000429313744088,0.000782184972559,0.00123308553255,98.4151
18,5.26810545185e-05,9.12083864098e-05,0.000182301707784,0.00041232671921,0.000674375140473,0.000951361665111,98.7411
19,4.79017310228e-05,0.000107344303937,0.000149424677578,0.000422126893035,0.000721178477135,0.000682407995425,99.0
20,4.73374918273e-05,5.5688851082e-05,0.000194061339564,0.00024379631944,0.000280540568414,0.000754129268124,99.2057
21,2.5830611591e-05,3.33607777525e-05,0.000139988206257,0.000134710963692,0.000187089384478,0.000164790992857,99.369
22,3.92345109034e-05,4.76511984848e-05,0.000160362190148,0.000156348997681,0.000284571276494,0.000457560388218,99.4988
23,3.28659708872e-05,6.86600668559e-05,1.92437046656e-05,4.50457646529e-05,0.000376630617401,0.000429930484482,99.6019
24,4.01940132302e-05,0.000135362985652,9.07745090545e-05,0.000104934469143,0.000127789104595,9.59180129764e-05,99.6838
25,6.36198420383e-05,3.23272455726e-05,0.000111221417436,0.000161482466746,0.000300461836521,0.000328579034918,99.7488
26,4.59846304179e-05,8.47250173432e-05,2.23731732321e-05,6.52265702729e-05,0.000279632882667,0.00010702796264,99.8005
27,0.000177389200506,5.27750690444e-05,1.88414420207e-05,0.000104568359994,7.37983167765e-05,0.000129043782294,99.8415
28,,3.1286056429e-05,1.04715996021e-05,0.000103717113562,3.81606908251e-05,0.000138833554913,99.8741
