,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,94.9766159058,0.0540336370468,0.0,8.81453047441e-07,1.27530176997e-06,9.95962409434e-07,6.35412391148e-07,3.99509303861e-07,0.0,66351.40625,72228.015625,3.47261561728e-08,0.0,4.93406870916e-09,3.47261561728e-08,3.47261561728e-08,99458.0703125,237.58265686,33.4747772217,299.155426025
