,EVAPPREC,FU,FV,OMEGA,PDELDRY,Q,RELHUM,SPMC,SPMCUP,T,U,V
0,0.0,-1.87185342782e-08,-1.11655555912e-08,-4.26487531513e-05,277.644439697,2.88805495074e-06,0.00442865677178,0.0,0.0,243.142730713,-9.48366260529,-0.0415424257517
1,0.0,-5.257798108e-08,-2.71734634794e-10,-7.14680281817e-05,512.624084473,2.93694756692e-06,0.0256729274988,0.0,0.0,234.089141846,-6.04626989365,-0.202021822333
2,0.0,-1.95526496327e-07,1.22837437999e-08,-1.29779016333e-06,839.734313965,3.16338923767e-06,0.119811318815,0.0,0.0,226.812454224,-3.02134346962,-0.414741694927
3,0.0,-2.81762908116e-07,-1.15356169061e-08,5.95722376602e-05,1211.3762207,3.52692200067e-06,0.706034719944,-4.07260003499e-10,0.0,217.812042236,-2.2821149826,-0.171283885837
4,0.0,-4.09823911696e-07,-3.97469150926e-08,7.55775681682e-06,1519.82958984,3.80602841688e-06,5.0279378891,4.97454735182e-08,0.0,207.344924927,-1.08013415337,-0.448006302118
5,1.47625033638e-24,-1.06467462047e-06,-1.54649299589e-07,-3.75280396838e-05,1745.59375,3.97742132918e-06,26.6773452759,1.6053058971e-07,0.0,199.132797241,1.93297445774,-0.518869698048
6,5.64418168753e-21,-2.99172575069e-06,-5.26767678366e-07,0.000101042067399,1737.78637695,4.10550364904e-06,66.0579223633,4.67430083972e-07,0.0,195.522949219,6.16372728348,0.246272295713
7,8.19798671821e-21,-4.74704120279e-06,-7.55282997034e-07,0.000182265779586,1423.95654297,4.15229806094e-06,81.1052017212,7.61979265462e-07,0.0,195.424301147,9.73689746857,0.55197507143
8,2.76265503293e-19,-5.00267833559e-06,-5.146479225e-07,0.000270044110948,1675.20947266,4.40581243311e-06,76.12109375,5.39616735296e-07,2.55138044025e-08,196.97819519,11.906537056,0.678364038467
9,4.04379161788e-15,-3.89955494029e-06,-3.25486382735e-07,-0.000159877803526,1970.79492188,5.59940235689e-06,69.7224502563,5.28696153523e-09,1.66899795317e-07,200.085739136,13.0812568665,-0.114039130509
10,4.09883817154e-15,-2.49293088928e-06,-5.08403445565e-07,-0.0012493924005,2318.5324707,9.15366581467e-06,66.5289764404,8.86523352506e-08,2.09742438528e-06,204.772262573,13.7607812881,0.226795196533
11,1.17642305402e-14,-1.46872400819e-06,-3.78875739671e-07,-0.00218493887223,2727.60351562,1.86286852113e-05,65.9872894287,1.32333289002e-05,1.71005467564e-05,210.744293213,13.7956447601,1.02366352081
12,1.95563899276e-12,-4.06858788438e-07,-2.34588682702e-07,-0.00312590668909,3037.50097656,4.03769627155e-05,65.2065429688,5.81889980822e-05,6.85173290549e-05,217.593536377,13.4653568268,1.34080481529
13,4.16155304661e-11,-5.44705187622e-07,4.3824495144e-09,-0.00437668384984,3573.31420898,8.13050428405e-05,58.9008369446,0.000138936011354,0.000157693531946,225.087356567,12.4206056595,1.04541528225
14,3.05301478543e-10,-3.84488487271e-07,-3.07050214587e-07,-0.00614088075235,4203.51025391,0.000153622328071,49.3020362854,0.000239272150793,0.000259217718849,233.224090576,10.4826078415,0.813179969788
15,1.09827391626e-09,-3.5015625599e-07,-1.38482278089e-07,-0.00772462505847,4944.51513672,0.000292168697342,42.7251701355,0.000331869581714,0.000359935220331,241.672622681,8.3120880127,0.667372822762
16,1.34704247756e-09,-4.16646997792e-07,-1.20892380551e-07,-0.00787693820894,5815.36767578,0.00056129891891,40.7185745239,0.000449327955721,0.000490564387292,249.98348999,6.30334806442,0.502040684223
17,5.80449743826e-10,-5.00680130244e-07,-2.3413042527e-07,-0.007633340545,6837.96777344,0.00106861058157,42.659740448,0.000656986201648,0.000730200845283,257.739593506,4.28964471817,0.389933794737
18,3.54131307612e-10,-9.36956325859e-07,-1.98019421305e-07,-0.00780283799395,8037.60839844,0.00192111823708,47.7508583069,0.00131929793861,0.00131720642094,265.055175781,2.21604633331,0.178367391229
19,8.39951441733e-10,-2.31616854762e-06,-1.90833347347e-07,-0.0071541313082,8031.99072266,0.00301871215925,50.5016136169,0.00318324822001,0.00190272997133,272.080078125,0.58182233572,-0.190373197198
20,1.34854660772e-09,-2.14066517401e-06,1.58169427777e-07,-0.00757568422705,7362.40234375,0.00429341662675,52.3766975403,0.00596842216328,0.00185881345533,278.415710449,-0.314776688814,-0.672051072121
21,9.78735426038e-10,-6.32118428712e-07,1.45168701238e-06,-0.00977652706206,6204.22021484,0.00568025838584,54.3586463928,0.0101773599163,0.00159916153643,283.770690918,-0.68290913105,-0.623023092747
22,6.26482588029e-10,1.39864630455e-06,7.42795634778e-07,-0.013889205642,4605.9921875,0.00675858044997,53.6986885071,0.0160728730261,0.000982257304713,288.015716553,-0.916873395443,-0.364627718925
23,7.1517802791e-10,4.4654229896e-06,-1.00757051769e-06,-0.0178729221225,2664.86206055,0.00737519701943,51.7497749329,0.0188332069665,0.00053599732928,290.872192383,-1.06763017178,-0.116334356368
24,6.50258125123e-10,9.96048584057e-06,-2.65550738732e-06,-0.0203076191247,2498.98388672,0.00781126925722,50.423866272,0.0173619259149,0.000246260955464,292.844573975,-1.24974429607,0.11607645452
25,5.91183380028e-10,1.83205393114e-05,-8.45715203468e-06,-0.0217258390039,2313.01977539,0.0082470132038,49.4516372681,0.0122720496729,7.05406055204e-05,294.624206543,-1.4222099781,0.341395914555
26,5.43171119194e-10,2.64979644271e-05,-2.16497010115e-05,-0.0219495408237,2108.24438477,0.00864786468446,48.4839439392,0.00423408765346,6.54251425658e-06,296.248016357,-1.52696859837,0.50963562727
27,5.34018218534e-10,3.8262882299e-05,-3.89706256101e-05,-0.0210235435516,1885.97753906,0.00898788962513,47.3869781494,-2.41563539021e-05,3.29406546484e-08,297.6769104,-1.51750445366,0.533052384853
28,5.67859148592e-10,4.35822003055e-05,-5.37204687134e-05,-0.0182433445007,1647.84277344,0.00931604672223,46.682144165,-6.64454637445e-06,0.0,298.835083008,-1.31407952309,0.481955528259
