,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,82.5276794434,0.0157147981226,0.0,6.47409990506e-07,7.40303278235e-07,5.55959104531e-07,3.4257243442e-07,2.156461818e-07,0.0,32749.484375,78345.546875,2.37616895049e-08,0.0,4.10697298392e-09,2.37616895049e-08,2.37616895049e-08,95730.15625,110.42490387,37.7489013672,305.195556641
