,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,84.0555114746,0.0180529076606,0.0,7.33850583856e-07,7.539337048e-07,5.31944067461e-07,3.28358623847e-07,2.06366422617e-07,0.0,35382.1132812,77012.765625,3.25753610753e-08,0.0,4.35748681582e-09,3.25753610753e-08,3.25753610753e-08,95646.734375,109.13318634,28.2732486725,299.426940918
