,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,100.200660706,0.071244828403,0.0,9.52057860104e-07,1.52469522163e-06,1.21792299979e-06,7.82289987455e-07,4.91898163091e-07,0.0,81165.390625,69939.2578125,3.57549794217e-08,0.0,5.20987386565e-09,3.57549794217e-08,3.57549794217e-08,101281.203125,299.025756836,35.9628982544,299.025604248
