,CAPE,CBMF,CIN,CRM_PREC_I10,CRM_PREC_I25,CRM_PREC_I50,CRM_PREC_I75,CRM_PREC_I90,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,85.9636688232,0.0676331594586,0.0,1.0061841067e-06,1.34683511988e-06,1.07827440843e-06,6.9270873837e-07,4.41899828729e-07,0.0,77614.6953125,75449.390625,4.68005474374e-08,0.0,6.01168759218e-09,4.68005474374e-08,4.68005474374e-08,101305.226562,302.713317871,48.4662017822,302.713165283
