,CAPE,CBMF,CIN,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,113.030685425,0.0129273971543,0.0,0.0,49691.0195312,69003.0390625,3.71102402141e-08,3.30553628913e-09,3.19662230019e-09,4.04157773914e-08,4.04157773914e-08,95489.03125,109.13318634,29.3203964233,298.734863281
