,CAPE,CBMF,CIN,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,98.2933120728,0.0327136963606,0.0,0.0,73282.609375,66470.1015625,3.69277408652e-08,2.19271711899e-09,7.051651707e-09,3.91204544314e-08,3.91204544314e-08,99283.28125,237.58265686,32.889289856,298.931518555
