,CAPE,CBMF,CIN,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,109.331748962,0.0270222835243,0.0,0.0,73708.09375,66418.1796875,4.19465955304e-08,2.43072406647e-09,6.11244876936e-09,4.43773231495e-08,4.43773231495e-08,99477.8359375,240.495010376,46.4542236328,302.979766846
