,CAPE,CBMF,CIN,ICEFRAC,PCLDBOT,PCLDTOP,PRECC,PRECL,PRECSH,PRECT,PRECTMX,PS,SST,TMQ,TS
0,106.908493042,0.0351445935667,0.0,0.0,86812.734375,64412.921875,4.34443165886e-08,2.31254659866e-09,7.6535426885e-09,4.57568596346e-08,4.57568596346e-08,101239.960938,302.713317871,49.9923439026,302.713165283
