,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,EVAPPREC,FU,FU,FU,FU,FU,FU,FU,FU,FU,FV,FV,FV,FV,FV,FV,FV,FV,FV,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,OMEGA,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,PDELDRY,Q,Q,Q,Q,Q,Q,Q,Q,Q,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,RELHUM,T,T,T,T,T,T,T,T,T,U,U,U,U,U,U,U,U,U,V,V,V,V,V,V,V,V,V
,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT,PRECT
,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151,90.0,92.0567,93.6904,94.9881,96.0189,96.8377,97.4881,98.0047,98.4151
7,2.69267342861e-21,7.69485976518e-21,1.56674985334e-21,5.51594768996e-22,8.12403079377e-21,1.18549168653e-21,5.03262541181e-21,3.60766221164e-21,9.43500462813e-22,-8.99541205968e-08,-1.42831069638e-07,-1.04577793536e-06,7.53662643405e-09,-1.92394267629e-07,8.14987966002e-10,-1.62014202942e-06,-2.33555124396e-06,-9.57276029112e-07,-2.71101868066e-07,-1.9240476945e-07,-1.11091401322e-06,-3.08612513322e-09,-5.53491986466e-07,5.07519803961e-10,4.2674153633e-07,-2.58134605247e-07,-1.15600437312e-06,-0.000861129490659,-0.000844246183988,2.76692553598e-05,-0.000479330687085,-0.00185323436745,-0.000212325307075,-6.4571191615e-05,-0.00142731633969,-0.000897127087228,1423.95812988,1423.95812988,1423.95837402,1423.95861816,1423.95825195,1423.95825195,1423.95825195,1423.95837402,1423.95825195,2.95181303045e-06,2.95349263979e-06,2.85613464257e-06,2.79825030702e-06,2.95061363431e-06,2.92419349535e-06,2.91240280603e-06,2.92094500765e-06,2.86854333353e-06,75.5776672363,74.1415710449,71.5003356934,82.736579895,76.1729049683,79.4284820557,81.5324707031,79.4750823975,85.6549682617,193.667922974,193.807113647,193.746994019,192.571777344,193.917510986,193.414016724,193.314849854,193.75088501,192.628753662,1.54339742661,-0.57119512558,-0.198132276535,-0.0138144930825,3.39509272575,0.490537703037,1.11872398853,3.63861489296,-1.00124263763,-0.273986846209,0.182687982917,-0.292239636183,-0.621964395046,0.49095210433,-0.280184984207,-0.762834429741,-0.635194540024,1.17790460587
8,3.44291854593e-19,1.60639715729e-19,1.03303148732e-19,4.71052165286e-19,1.52903478031e-18,2.18589042613e-19,3.67772481342e-20,2.39771204566e-15,8.29309103365e-19,-3.78899102316e-07,-4.00216322305e-07,-3.46694832842e-07,1.90105975406e-08,-2.27406843578e-07,4.62644663912e-07,-2.97285441775e-06,-5.72135877519e-06,-4.62047637484e-06,-9.70562382463e-07,-9.53978428697e-07,-1.24117957512e-06,2.69812687748e-07,-8.81706228029e-07,7.6410756833e-08,8.24500318686e-07,-2.33626269619e-06,-4.06512617701e-06,0.000435598863987,0.000487034703838,-0.000776536413468,-0.00120049261022,-0.00224238098599,-0.00419411016628,-0.00452251406386,-0.00540554337204,-0.00552784372121,1675.2109375,1675.2109375,1675.2109375,1675.2109375,1675.21105957,1675.2109375,1675.2109375,1675.21069336,1675.2109375,3.45437274518e-06,3.45572379956e-06,3.46621891367e-06,3.47182526639e-06,3.39589701071e-06,3.55229667548e-06,3.53510904461e-06,3.58836291525e-06,3.51154812961e-06,84.1212997437,93.5112228394,97.1414413452,96.0154266357,78.803604126,103.664131165,100.437210083,83.8332672119,112.455429077,195.218032837,194.337158203,194.20980835,194.08946228,195.598571777,193.884979248,194.353164673,195.978027344,193.381332397,1.41259813309,-0.0609907545149,0.292817145586,-0.603806316853,5.66672134399,-0.283652335405,1.24749791622,4.88445138931,-0.435817956924,-0.896128177643,0.647027313709,0.151237308979,-0.305134564638,-0.231698900461,-1.70706439018,-1.39182794094,-1.87695205212,0.984207987785
9,1.02461505901e-17,2.31679806532e-17,3.23258246006e-17,1.98472740103e-17,2.23986613245e-17,1.1988426225e-17,4.02273524239e-18,6.93687930553e-18,1.03764555248e-17,5.37581144044e-08,5.67778488403e-06,-2.76386640508e-06,-5.50009963263e-06,-8.52278299135e-06,6.16866509517e-06,-9.28239933273e-06,-1.35740310725e-05,-2.96727966997e-06,4.40225494458e-06,3.3318349324e-06,5.02251668877e-06,3.01799417457e-07,3.73001967091e-06,7.30282636141e-06,-3.017914878e-06,-3.12439192385e-06,-1.14043577923e-05,-0.00554767111316,-0.0071578277275,-0.0123088406399,-0.0123198451474,-0.0110938148573,-0.0219413749874,-0.0224254038185,-0.0195773206651,-0.030147396028,1970.79260254,1970.79089355,1970.79040527,1970.78979492,1970.79199219,1970.79016113,1970.78930664,1970.79089355,1970.78662109,6.50751871945e-06,7.08988409315e-06,7.3128103395e-06,7.81063772592e-06,6.44791498416e-06,7.30252577341e-06,7.43757436794e-06,7.03947216607e-06,7.85566498962e-06,90.1299285889,102.940040588,106.60760498,114.198928833,86.871887207,111.206504822,105.598197937,93.3685455322,118.165939331,199.940719604,199.305206299,199.419769287,199.065628052,200.097076416,198.886123657,199.65536499,200.699523926,199.105453491,1.31746828556,0.803062856197,1.08872759342,-2.96482753754,5.81025791168,-0.0381550788879,0.361050337553,4.31057214737,-0.694459199905,-0.970819175243,0.484719067812,0.455061107874,1.1624161005,0.820671856403,-2.08167338371,-1.78312599659,-2.10162258148,2.34368276596
10,1.68889971452e-11,2.89072463883e-11,3.20271552334e-11,5.25368741566e-11,1.95955161819e-11,3.89788097632e-11,2.41031396231e-11,2.19425623504e-11,4.30994684386e-11,-2.15640989154e-06,2.16138687392e-06,7.5168022704e-06,1.13667692858e-05,2.08076562558e-06,-2.60429214904e-06,-1.49536549543e-06,1.74991600943e-05,1.36082762765e-05,-1.0513806501e-06,1.4399581687e-06,-3.92729013754e-08,-4.96443499287e-06,3.02085254589e-06,-9.02846113604e-06,-9.80935692496e-06,1.24267662613e-05,-5.54239977646e-06,-0.0242452193052,-0.0291066616774,-0.0356823913753,-0.0347590483725,-0.0331821814179,-0.052965272218,-0.0511284284294,-0.0469603091478,-0.0738851949573,2318.51147461,2318.50537109,2318.50268555,2318.49829102,2318.50878906,2318.49951172,2318.5,2318.5,2318.48461914,1.7276219296e-05,1.95354969037e-05,1.9690633053e-05,2.14333067561e-05,1.81117720786e-05,2.07123775908e-05,2.05010001082e-05,1.85750432138e-05,2.16332937271e-05,91.7949829102,104.667549133,104.206001282,116.005325317,98.467628479,112.890106201,108.392753601,99.6531600952,114.800567627,207.013656616,206.694610596,206.896194458,206.639312744,206.626876831,206.398834229,206.865982056,207.113845825,206.780593872,1.34406232834,0.64100664854,1.70606720448,-4.14142942429,5.51722335815,-1.1806153059,-1.34411156178,3.5880625248,-0.133425235748,-0.253920823336,1.00649380684,0.820242345333,1.32596313953,1.3850171566,-1.97097694874,-1.94036853313,-0.577222287655,3.60784459114
11,9.74273162146e-11,1.72306516277e-10,2.34629760065e-10,3.54937773617e-10,3.57145563123e-10,4.69538241621e-10,7.20537740584e-10,7.17372064529e-11,3.78373221643e-10,1.7857646526e-06,-4.44984925707e-06,-4.49041999673e-06,3.07219579554e-06,-7.15195892553e-06,1.52573784362e-06,5.00415308125e-06,-1.48950293806e-05,7.96039603301e-06,-4.493217034e-07,-7.91757247498e-06,6.36321419734e-06,-1.33964640554e-05,3.02727062262e-06,2.28046737902e-05,-5.51996345166e-06,-2.89183390123e-05,-1.89564889297e-06,-0.0488030463457,-0.0571013614535,-0.0631498321891,-0.0639603361487,-0.0662660896778,-0.0886206030846,-0.0822524949908,-0.0837287455797,-0.123105704784,2727.515625,2727.50219727,2727.50073242,2727.48730469,2727.50317383,2727.4934082,2727.50195312,2727.50878906,2727.46191406,4.83816802443e-05,5.3136387578e-05,5.3242478316e-05,5.57787134312e-05,5.13801060151e-05,5.43863643543e-05,5.19435307069e-05,4.69126134703e-05,5.82057764404e-05,94.9747238159,103.277275085,101.15272522,106.70690918,101.87437439,106.29800415,98.8910980225,91.6820755005,102.990432739,214.917282104,214.959365845,215.15071106,215.166015625,214.759140015,214.850860596,215.148956299,215.067977905,215.778900146,1.22418451309,0.600468695164,1.83000576496,-4.10768270493,5.52335929871,-1.03762292862,-1.75111448765,3.02421092987,-0.495799303055,0.152273058891,1.01193225384,0.879379749298,1.14075863361,1.73280239105,-2.30160188675,-2.58213376999,-0.346486896276,3.82487869263
12,4.57010651544e-10,7.66315455536e-10,1.22008825265e-09,1.25467514156e-09,9.6345975642e-10,9.98765958826e-10,1.05766395642e-09,1.4273811022e-09,2.87133294918e-09,-1.60359468282e-05,-2.65321396e-05,-9.90724674921e-06,3.36566045007e-05,-1.97530269475e-07,1.51619406097e-06,3.06218207697e-05,-4.81748338643e-06,1.49014713315e-05,7.71269696997e-07,7.49256878407e-06,7.00810596754e-06,1.74779379449e-05,2.20586534851e-05,6.40920407022e-05,4.01463112212e-05,2.17797605728e-05,5.8835848904e-07,-0.0721974745393,-0.0824533626437,-0.089066259563,-0.0962980464101,-0.103259943426,-0.119627401233,-0.109270446002,-0.116152964532,-0.164208352566,3026.01757812,2997.98730469,3040.61303711,3131.43896484,3058.39770508,3041.83984375,3021.2121582,2976.21240234,3035.30615234,0.000117222109111,0.000124458223581,0.000127863517264,0.000134348258143,0.000119828429888,0.000131110282382,0.000121340861369,0.000116795388749,0.000136503280373,96.0531463623,100.1926651,98.8034667969,103.281158447,100.273223877,103.531707764,95.6544876099,89.2443771362,96.7067489624,222.851547241,222.992370605,223.240203857,223.45135498,222.658477783,223.126052856,223.105133057,223.146865845,223.887023926,0.714465737343,0.425478160381,1.16563498974,-4.52963066101,4.80999231339,-1.14146506786,-2.38357162476,1.70791578293,-1.52212667465,-0.0253166053444,0.808923780918,1.05285680294,0.82058006525,1.85213327408,-2.40640497208,-3.34203672409,-1.45993804932,3.16107416153
13,2.59031840422e-09,3.33643845885e-09,3.46431350273e-09,4.48893366922e-09,3.33930016971e-09,4.84468021256e-09,4.68858507574e-09,5.94085225458e-09,9.35352595377e-09,-6.09860398981e-06,-1.34473948492e-05,-5.94000312049e-06,1.05539429569e-05,-2.6187801268e-05,-2.64353839157e-05,-4.14448277297e-06,1.34441370392e-05,2.72394063359e-05,5.36166771781e-06,-9.54695497057e-06,-2.48456235568e-05,-2.84271004602e-06,-6.79989534547e-06,-1.9238648747e-05,3.35778131557e-05,5.79483021284e-05,-6.26603650744e-06,-0.0894952267408,-0.101322993636,-0.111410491168,-0.126525729895,-0.134702607989,-0.139866545796,-0.128559872508,-0.133352175355,-0.191813260317,3559.41186523,3526.42944336,3576.53442383,3683.34692383,3597.50512695,3577.92260742,3553.71533203,3500.796875,3570.203125,0.000273719371762,0.00028298862162,0.000293208169751,0.000311092153424,0.000275384256383,0.000317501835525,0.000291506381473,0.000277732528048,0.000333232746925,91.8688583374,94.2358856201,95.3563613892,95.4537582397,91.357635498,98.8087005615,92.6720733643,90.3664474487,97.5090255737,231.644470215,231.678817749,231.792236328,232.540664673,231.680984497,232.250457764,231.797470093,231.305755615,232.597137451,0.457610398531,0.482108354568,0.749183654785,-4.53392744064,4.26777601242,-0.902602672577,-2.49549293518,0.813957631588,-2.17324447632,-0.105220243335,0.511768817902,1.29906868935,0.384060770273,1.71182632446,-1.89379632473,-3.79622149467,-2.58213639259,2.37988805771
14,6.35077057609e-09,6.72201316831e-09,9.28913124199e-09,8.96231799885e-09,7.86208698145e-09,7.87917198153e-09,7.7665678333e-09,6.87852708126e-09,1.18518501679e-08,7.4541894719e-06,1.0975958503e-05,-4.01690522267e-06,-1.07169380499e-05,-3.23413587466e-05,-1.92955867533e-05,-4.61404340513e-07,-2.58075815509e-05,-1.3948412743e-05,-6.36270397081e-06,-5.06022070113e-06,-4.60764022137e-06,-5.77891069042e-06,-1.31797978611e-05,-1.68463302543e-05,8.30058070278e-06,9.39603069128e-06,-2.13980529225e-05,-0.0985906422138,-0.112062528729,-0.127316907048,-0.148764312267,-0.151540890336,-0.145599901676,-0.137782275677,-0.137042552233,-0.204274326563,4186.31982422,4147.45019531,4206.19433594,4331.79589844,4230.90869141,4207.93115234,4179.55712891,4117.52392578,4198.78417969,0.000544788083062,0.000570779142436,0.00062723911833,0.000647662905976,0.000596287834924,0.000625136715826,0.000571111333556,0.000514221261255,0.000659194192849,83.2115402222,85.825958252,89.7351074219,87.5575942993,88.8627700806,91.9400177002,84.7206802368,84.6859283447,96.3099060059,240.205917358,240.31439209,240.700698853,241.43270874,240.344955444,240.559951782,240.14730835,239.142410278,240.624252319,-0.105126611888,-0.338365256786,-0.121112450957,-3.92008042336,4.22147750854,-0.730001926422,-2.19926214218,0.727598845959,-2.42485404015,0.218522459269,0.612725377083,1.80623996258,0.747587263584,1.65273213387,-0.495999395847,-2.88696432114,-2.71506118774,2.00123524666
15,9.74640634865e-09,1.03830020137e-08,1.35617028718e-08,1.32516415619e-08,1.74348517845e-08,1.50901371399e-08,1.29651676062e-08,6.02313310338e-09,1.62109579094e-08,1.39849316838e-06,7.15317810318e-06,-1.02489048004e-05,-1.52758475451e-05,-9.60206944001e-06,2.29002962442e-05,3.18146362588e-06,-1.13044279715e-05,-1.06222360046e-05,-9.28428391944e-07,8.52776247484e-06,1.07789619506e-05,-8.22444781079e-06,-2.65052458417e-05,-1.91684503079e-05,-7.30692136131e-06,-1.22353530969e-05,-1.89538222912e-05,-0.101190499961,-0.116107307374,-0.132979393005,-0.15860183537,-0.154878601432,-0.144122809172,-0.140106186271,-0.135543912649,-0.204797536135,4922.65087891,4876.76513672,4945.66455078,5093.47216797,4975.02441406,4948.51416016,4915.11816406,4842.89501953,4937.59619141,0.00101245183032,0.00107440573629,0.0011594259413,0.00116554973647,0.00107880041469,0.00100776785985,0.000947684864514,0.000746085075662,0.00106990651693,74.1933670044,78.8033981323,83.1971435547,75.114982605,77.2298736572,71.1841430664,67.8239517212,60.2761917114,74.9120178223,248.837310791,248.896331787,249.071228027,250.260437012,249.034500122,249.296356201,248.769134521,247.653579712,249.172332764,-0.73957747221,-1.28440177441,-0.262900829315,-2.64189434052,3.73748469353,-1.0988227129,-1.74916541576,0.932793974876,-1.96431434155,0.418929874897,0.398681074381,1.33679401875,1.37418758869,2.21959114075,0.180281221867,-1.39749610424,-1.258233428,1.96678781509
16,7.40877892369e-09,7.52494599965e-09,8.36144931071e-09,1.08546682753e-08,1.48043586279e-08,7.69700303493e-09,6.31894270242e-09,3.57690876918e-09,8.46199110782e-09,6.78608876115e-06,1.21692792163e-05,8.92084972293e-06,1.20544507354e-06,6.06971070738e-06,1.79203452717e-05,8.58676594362e-06,5.01078056914e-06,-1.21847588161e-05,4.91725529628e-07,6.26053360975e-06,3.88240914617e-06,6.51297568766e-07,3.70625389223e-06,-7.10163749318e-06,-8.83209122549e-06,-9.67324194789e-06,1.76304838533e-05,-0.0989012122154,-0.114449754357,-0.129436761141,-0.155288919806,-0.152326628566,-0.141794860363,-0.141639754176,-0.139224037528,-0.196457222104,5787.12646484,5732.24609375,5812.54003906,5986.2890625,5848.84130859,5817.2734375,5777.61621094,5694.01269531,5803.40136719,0.00171032070648,0.00192382722162,0.0021260746289,0.00213839090429,0.00175503001083,0.00174882030115,0.00174033839721,0.00130883930251,0.00197188439779,65.5361709595,72.7559814453,78.3514938354,70.3169784546,65.3088607788,62.5564651489,62.0391769409,52.1703834534,67.9729766846,257.064941406,257.08480835,257.173950195,258.74887085,257.601379395,258.08972168,257.428131104,256.381072998,257.816925049,-1.58805692196,-2.34256005287,-0.593103706837,-1.93772923946,2.81906080246,-2.3830010891,-2.02331137657,0.907274365425,-1.42280066013,0.720153272152,0.0427249521017,0.894913315773,1.61616909504,2.37450313568,0.891297101974,-0.0693465620279,0.342399656773,1.84433412552
17,3.78067843698e-09,4.29484847686e-09,3.75247255491e-09,4.68720262603e-09,5.64864466313e-09,2.90613266785e-09,2.32666041988e-09,1.2762590984e-09,4.80629491761e-09,1.47623013618e-05,2.17136512219e-05,2.74232570519e-05,2.62868816208e-05,2.85147380055e-05,2.79465602944e-05,2.21949194383e-05,2.3281756512e-05,2.99706225633e-05,1.29780414682e-06,2.17471233555e-06,-2.67578229796e-06,2.38953339249e-06,8.22324818728e-06,-2.87874468086e-06,-2.13764019463e-06,2.9970660762e-06,1.86546203622e-05,-0.0909398496151,-0.102608680725,-0.117641866207,-0.133343592286,-0.134873509407,-0.131568163633,-0.133452787995,-0.13732662797,-0.170362353325,6798.31054688,6733.79003906,6828.31201172,7028.37011719,6867.63964844,6829.85449219,6783.75048828,6686.02685547,6815.22363281,0.00315890810452,0.00335573079064,0.00353471096605,0.00414967117831,0.00364965712652,0.00374840805307,0.00364860380068,0.00312572228722,0.00372691173106,68.3284683228,71.5914077759,73.9927978516,80.1726531982,77.1812667847,75.6909790039,74.4254608154,66.9797286987,75.3910140991,264.868896484,264.870513916,265.058746338,266.483734131,265.09664917,265.774108887,265.069000244,264.083282471,265.398284912,-2.893846035,-4.15239477158,-2.51386761665,-3.40172290802,0.750076055527,-4.75571775436,-3.75723099709,-0.849107146263,-1.94777572155,0.951866865158,0.0518288835883,0.861150681973,1.32324707508,2.08862519264,1.0286231041,-0.00251906248741,0.816747546196,0.98514777422
18,3.09492853567e-09,2.83819656666e-09,4.04351974126e-09,9.57046975003e-09,1.10148814514e-08,3.97631172433e-09,2.87458545856e-09,7.89595611117e-10,1.30148265498e-08,9.67781761574e-06,1.21808507174e-05,1.1932441339e-05,1.22935462059e-05,2.49121749221e-05,1.07533978735e-05,3.11264443553e-06,4.06320668844e-06,2.26559859584e-05,4.492433618e-06,-2.10044163396e-06,-1.82811061222e-06,8.07294054539e-06,1.53686596605e-05,1.06996344584e-06,-3.41627105627e-06,5.5945611166e-06,5.89579258303e-06,-0.0773713886738,-0.0851077362895,-0.0953077971935,-0.0994305089116,-0.105127699673,-0.116302251816,-0.114698156714,-0.11930719763,-0.116155482829,7987.16748047,7911.87207031,8023.23291016,8259.04101562,8068.95947266,8023.94970703,7970.30859375,7855.75195312,8010.21777344,0.00447747018188,0.00461348099634,0.00475705461577,0.00530576938763,0.00493961805478,0.00510714482516,0.004935674835,0.00437540654093,0.00467306841165,68.0829772949,70.8546142578,72.618927002,76.4928207397,75.3911437988,76.6636810303,75.3377456665,68.1390914917,71.9174041748,271.178131104,270.97253418,271.182830811,272.299835205,271.186767578,271.431549072,270.792327881,270.220611572,270.969940186,-4.07817363739,-5.19904184341,-4.31152439117,-5.96834135056,-2.6838722229,-6.24426031113,-5.03251695633,-2.39601492882,-4.12850284576,0.523991405964,0.288945674896,1.04145395756,0.774299800396,0.704246044159,1.05782079697,-0.177792817354,-0.338168740273,0.216400533915
19,1.0248626392e-09,1.58775537162e-09,1.6865318031e-09,2.69067457204e-09,3.5388747488e-09,2.93833801734e-09,1.04168951243e-09,6.0203370067e-11,6.72827393799e-09,-2.5472568268e-06,4.9944520697e-07,-1.17521904031e-06,-7.48421143726e-07,9.56194344326e-06,-3.85648172596e-06,-9.03464206203e-06,-1.39071980811e-05,-2.7259475246e-06,2.48641413236e-06,-1.51139232685e-07,8.81386881701e-07,1.58263310368e-06,-9.54571987677e-07,4.52872973256e-06,-5.03325554746e-06,-5.38137146577e-06,7.91811771705e-07,-0.0670361071825,-0.0706942677498,-0.073848515749,-0.071522384882,-0.0847420841455,-0.102397292852,-0.0947686955333,-0.0961072444916,-0.0665167123079,7979.10986328,7903.31396484,8013.08544922,8254.06933594,8062.26660156,8014.39697266,7962.72949219,7850.91064453,8004.90576172,0.00586006650701,0.00607349351048,0.00639406079426,0.00628828536719,0.00616667605937,0.00668707396835,0.00626468239352,0.00539768952876,0.00573046738282,70.9596710205,74.5478515625,78.0222549438,73.3505249023,75.93775177,81.0625610352,77.9669113159,69.5163421631,71.6679153442,276.409515381,276.090515137,276.305999756,277.428436279,276.356018066,276.434387207,275.733917236,275.146453857,276.022186279,-3.74253773689,-5.23236656189,-4.13000106812,-4.37806606293,-3.40441870689,-5.33481884003,-3.48140454292,-0.698534727097,-3.97918105125,-0.141545251012,0.0879211947322,0.807094991207,0.209749549627,-0.0432311072946,0.549862205982,0.172707825899,-0.0999439656734,0.826617956161
20,1.29383836978e-09,1.89695770203e-09,3.26184612653e-09,3.80115317e-09,6.39364206023e-09,4.1862091571e-09,3.91554255685e-09,1.33261446322e-09,2.11346917744e-09,-8.43745146994e-06,-1.17263980428e-05,-6.92777302902e-06,-1.68112474057e-05,-1.39372632475e-05,-1.38586638059e-05,-1.80734787136e-05,-1.35382715598e-05,-1.02083095044e-06,1.25113410832e-06,3.9836659198e-06,4.00441149395e-06,3.34718333761e-06,8.10388996797e-07,2.86461590804e-06,3.00182000501e-06,3.21456627717e-06,-3.25565611092e-06,-0.0662641376257,-0.0656290128827,-0.0663386061788,-0.0646665543318,-0.082195751369,-0.098434060812,-0.0934823006392,-0.0921207740903,-0.0689812153578,7302.52978516,7235.19921875,7336.34765625,7555.28466797,7381.79589844,7337.05126953,7287.91308594,7184.53955078,7323.56982422,0.00866149552166,0.0085932277143,0.00882516615093,0.00895234104246,0.00854873470962,0.00919222086668,0.0090003637597,0.00824336521327,0.00885944999754,78.3353424072,77.9801025391,77.475112915,75.3561859131,76.2270736694,82.0513076782,82.0727539062,79.5326766968,79.6670684814,282.43170166,282.239532471,282.852600098,283.977844238,282.664855957,282.522186279,282.033599854,281.07989502,282.57598877,-2.64125061035,-4.10713243484,-3.09925150871,-3.18885564804,-2.2451748848,-3.90393328667,-2.51412773132,0.0858519598842,-3.47752213478,-0.319013535976,-0.223191976547,0.213487163186,-0.622685432434,-0.266946077347,0.00286155939102,-0.0929576978087,0.107635274529,0.451040029526
21,1.69292635466e-09,2.10971617953e-09,1.97550220626e-09,2.43992537285e-09,5.60370816416e-09,3.24293281118e-09,2.83974976867e-09,3.52629436762e-09,8.79166850432e-10,-1.85394992513e-06,-5.25029872733e-06,-9.65006802289e-06,-9.64658738667e-06,-5.84713870921e-06,-8.0044628703e-06,-2.14508163481e-05,-1.43360221045e-05,-1.56336373038e-05,-3.86184365198e-06,-1.88546357549e-06,2.55382678915e-06,-2.82816745312e-06,-5.52899246031e-06,-2.90465777653e-06,1.48460430864e-05,7.59628346714e-06,-3.68238170267e-06,-0.0655996724963,-0.0610743053257,-0.063925370574,-0.0657195448875,-0.0809714868665,-0.086760148406,-0.0959846749902,-0.100409179926,-0.0845746174455,6144.41796875,6088.74365234,6173.14746094,6354.28759766,6209.79150391,6173.56347656,6131.08544922,6043.41894531,6161.58544922,0.0115214530379,0.0112837757915,0.011644249782,0.0122693935409,0.011636310257,0.0120578212664,0.0120157357305,0.0113513730466,0.0118256481364,83.1027832031,82.2800140381,83.1553192139,85.5019378662,84.4011459351,87.673538208,88.1775894165,86.8567810059,84.278755188,287.226287842,286.929229736,287.483001709,288.286468506,287.309753418,287.180908203,286.785491943,285.923339844,287.561523438,-2.16023778915,-3.37626051903,-2.28761124611,-2.24672722816,-1.66955864429,-3.47534871101,-2.18181967735,-0.0068714437075,-2.78220558167,0.115739896894,-0.0932895541191,-0.120258465409,-0.276004612446,0.485349833965,0.204879850149,0.0963708162308,0.558911323547,0.0165475308895
22,2.4533199916e-09,3.21058335473e-09,3.0388551675e-09,3.97252497564e-09,3.99884259039e-09,4.75107864162e-09,5.11954301174e-09,4.84672257883e-09,1.21325438585e-09,-1.13971555038e-06,-2.78561674349e-06,-3.97521307605e-06,-5.46265027879e-06,-3.91034291169e-06,-4.49814160675e-06,-3.56517739419e-05,-3.70182424376e-05,-3.15604884236e-05,-3.75960235033e-06,-4.78610536447e-06,-3.93064328819e-06,-3.66658650819e-06,-8.205357517e-06,-5.18614342582e-06,1.12304651338e-05,2.45059732151e-06,-7.75254011387e-06,-0.0649773925543,-0.0566580556333,-0.0626514926553,-0.0705564767122,-0.0826562866569,-0.0748944506049,-0.0985730886459,-0.109558708966,-0.0913409590721,4555.31542969,4514.11328125,4577.16650391,4710.52392578,4603.20898438,4577.76171875,4545.89013672,4480.19189453,4568.03662109,0.0139618190005,0.0136906392872,0.0139505406842,0.0148011008278,0.0141982482746,0.0143212936819,0.0143539067358,0.0138399591669,0.0142719019204,85.9187774658,84.4427032471,84.6075210571,88.0043258667,87.5544052124,88.6728363037,89.9767990112,89.45287323,85.7216720581,290.835693359,290.655090332,291.107635498,291.893218994,290.967987061,290.827148438,290.382324219,289.679992676,291.340759277,-1.54407989979,-2.42663192749,-1.31034493446,-1.48920941353,-1.12330341339,-2.74633622169,-1.20863497257,0.463466614485,-0.874495863914,0.749906718731,0.289327710867,0.181927427649,0.235996812582,1.29857718945,0.709020495415,0.356817007065,1.00512397289,0.0933451354504
